id,path,seq_count,scale,height,width,event_total,shader_total
17000,Data\Npc\SnowGrass\0017000_SnowGrass.kfm,0,1.0,1.0,1.0,0,0
17001,Data\Npc\VendingMachine\0017001_VendingMachine.kfm,0,1.0,2.069999933242798,1.0,0,0
17002,Data\Npc\Box_Monster\0017002_Box_Monster.kfm,0,1.0,1.0,1.0,0,0
21133,Data\Digimon\tsunomon\2521133_tsunomon.kfm,13,1.2999999523162842,0.6200000047683716,0.4699999988079071,17,0
21134,Data\Digimon\petitmeramon\2621134_petitmeramon.kfm,5,1.2999999523162842,1.2100000381469727,0.3499999940395355,16,0
21135,Data\Digimon\upamon\1921135_upampn.kfm,6,1.0,0.8299999833106995,0.75,9,0
21136,Data\Digimon\Koromon\1021136_Koromon.kfm,8,1.5,0.5099999904632568,0.5099999904632568,9,0
21137,Data\Digimon\Tanemon\0021137_Tanemon.kfm,18,1.2999999523162842,0.699999988079071,0.44999998807907104,34,0
25001,Data\Digimon\DarkTyranomon_RaidBoss\0025001_DarkTyranomon.kfm,4,1.0,3.5,1.2999999523162842,28,0
25002,Data\Digimon\Vamdemon_RaidBoss02\0025002_vamdemon_RaidBoss.kfm,6,1.0,3.0,0.8999999761581421,90,0
25003,Data\Digimon\Okugawamon_RaidBoss\0025003_okugawamon.kfm,3,1.0,2.799999952316284,1.1699999570846558,39,0
25004,Data\Digimon\Groundramon_RaidBoss\0025004_Groundramon.kfm,3,1.0,4.349999904632568,2.3499999046325684,28,0
25005,Data\Digimon\Vamdemon_RaidBoss03\0025005_vamdemon_RaidBoss.kfm,6,1.0,3.0,0.8999999761581421,89,0
31001,Data\Digimon\Agumon\1031001_Agumon.kfm,22,1.0,1.1699999570846558,0.38999998569488525,63,0
31002,Data\Digimon\Lalamon\1131002_Lalamon.kfm,18,1.0,1.5399999618530273,0.4699999988079071,36,0
31003,Data\Digimon\gaomon\1231003_gaomon.kfm,19,1.0,1.3700000047683716,0.5,61,0
31004,Data\Digimon\Falcomon\0031004_falcomon.kfm,17,1.0,1.2699999809265137,0.5600000023841858,67,0
31005,Data\Digimon\girumon\0031005_girumon.kfm,9,1.399999976158142,1.2300000190734863,0.47999998927116394,31,0
31006,Data\Digimon\Renamon\0031006_Renamon.kfm,11,1.0,2.2200000286102295,0.7300000190734863,73,0
31007,Data\Digimon\Agumon_CLS\0031007_Agumon_test.kfm,14,0.8859999775886536,1.2899999618530273,0.5699999928474426,27,0
31008,Data\Digimon\Vmon\0031008_V-mon.kfm,8,1.0,1.309999942779541,0.5199999809265137,37,0
31009,Data\Digimon\PawnChessmon_B\0031009_PawnB.kfm,15,1.2000000476837158,1.350000023841858,0.41999998688697815,34,0
31010,Data\Digimon\Teriamon\0031010_Teriamon.kfm,20,1.0,0.6600000262260437,0.3499999940395355,50,0
31011,Data\Digimon\Monodramon\0031011_Monodramon.kfm,15,1.2000000476837158,1.3799999952316284,0.6600000262260437,45,0
31012,Data\Digimon\Patamon\0031012_PATAMON.kfm,16,1.0,1.3300000429153442,0.3199999928474426,32,0
31013,Data\Digimon\Pawnchessmon\0031013_PawnW.kfm,15,1.2000000476837158,1.350000023841858,0.41999998688697815,34,0
31014,Data\Digimon\Dracomon\0031014_Dracomon.kfm,13,1.600000023841858,1.0299999713897705,0.5099999904632568,47,0
31015,Data\Digimon\Lopmon\0031015_lopmon.kfm,18,1.0,0.7900000214576721,0.30000001192092896,39,0
31016,Data\Digimon\Fanbeemon\0031016_fanbeemon.kfm,17,1.0,2.5899999141693115,0.5199999809265137,49,0
31017,Data\Digimon\Keramon\0031017_keramon.kfm,14,1.0,2.2200000286102295,0.6100000143051147,42,0
31018,Data\Digimon\Gotsumon\1631018_gotsumon.kfm,8,1.0,1.2899999618530273,0.5299999713897705,26,0
31019,Data\Digimon\plutomon\0031019_Plutomon.kfm,20,0.800000011920929,1.0,0.5400000214576721,26,0
31020,Data\Digimon\Hawkmon\0031020_Hawkmon.kfm,16,0.75,2.0999999046325684,1.0,40,0
31021,Data\Digimon\Kotemon\0031021_Kotemon.kfm,19,1.2000000476837158,1.1399999856948853,0.44999998807907104,28,0
31022,Data\Digimon\Candmon\0031022_Candmon.kfm,21,1.0,1.909999966621399,0.5299999713897705,26,0
31023,Data\Digimon\kudamon\0031023_kudamon.kfm,17,1.0,1.5499999523162842,0.6000000238418579,28,0
31024,Data\Npc\Bokomon\0031024_bokomon.kfm,6,1.2999999523162842,1.1200000047683716,0.6000000238418579,1,0
31025,Data\Digimon\Labramon\1231025_Labramon.kfm,3,2.0,0.6000000238418579,0.38999998569488525,5,0
31026,Data\Digimon\Betamon\0031026_Betamon.kfm,13,1.0,1.0,0.5,24,0
31027,Data\Digimon\Ryuudamon\0031027_Ryuudamon.kfm,9,1.0,1.4500000476837158,0.6000000238418579,41,0
31028,Data\Digimon\durimon\1731028_Drimogemon.kfm,12,1.0,2.3499999046325684,1.3200000524520874,27,0
31029,Data\Digimon\Kunemon\1831029_Kunemon.kfm,9,1.2000000476837158,0.8799999952316284,0.3799999952316284,22,0
31030,Data\Digimon\Arumajimon\0031030_Arumajimon.kfm,18,0.6000000238418579,2.1700000762939453,1.340000033378601,47,0
31031,Data\Digimon\tentamon\0031031_Tentamon.kfm,9,1.0,1.409999966621399,0.8399999737739563,45,0
31032,Data\Digimon\Sharmamon\0031032_Sharmamon.kfm,11,1.2999999523162842,1.2300000190734863,0.5600000023841858,35,0
31033,Data\Digimon\Goblimon\0031033_Goblimon.kfm,13,1.2999999523162842,1.2300000190734863,0.550000011920929,37,0
31034,Data\Digimon\hagurumon\0031034_hagurumon.kfm,16,1.0,2.049999952316284,0.9900000095367432,34,0
31035,Data\Digimon\commandramon\0031035_commandramon.kfm,16,1.0,1.3200000524520874,1.0,34,0
31036,Data\Digimon\Dorumon\0031036_Dorumon.kfm,16,1.0,1.399999976158142,0.5,31,0
31037,Data\Digimon\Arkadimon\0031037_Arkadimon.kfm,18,1.0,1.4500000476837158,0.6000000238418579,55,0
31038,Data\Digimon\Dokunemon\0031038_DoKunemon.kfm,17,1.0,1.0,0.38999998569488525,22,0
31039,Data\Digimon\Dracmon\0031039_Dracmon.kfm,18,1.0,1.3700000047683716,0.4000000059604645,41,0
31040,Data\Digimon\Swimmon\0031040_swimmon.kfm,15,1.0,1.7999999523162842,0.5,42,0
31041,Data\Digimon\Palmon\1131041_Palmon.kfm,13,1.0,1.059999942779541,0.4300000071525574,46,0
31042,Data\Digimon\Mushroomon\0031042_mushroomon.kfm,16,1.0,1.399999976158142,0.800000011920929,36,0
31043,Data\Digimon\Agumon_Black\0031043_Agumon_Black.kfm,20,0.8859999775886536,1.25,0.699999988079071,54,0
31048,Data\Digimon\Piyomon\1431048_Piyomon.kfm,16,1.0,1.5299999713897705,0.5899999737739563,35,0
31049,Data\Digimon\Elecmon\1331049_Elecmon.kfm,11,1.2999999523162842,0.7200000286102295,0.550000011920929,28,0
31050,Data\Digimon\shiramon\0031050_shiramon.kfm,28,1.0,1.4299999475479126,0.5,78,0
31051,Data\Digimon\Kamemon\0031051_kamemon.kfm,15,1.0,1.1699999570846558,0.41999998688697815,45,0
31052,Data\Digimon\shiramon_jiji\0031052_shiramon.kfm,12,1.0,1.0,1.0,40,0
31066,Data\Digimon\impmon\1531066_impmon.kfm,10,1.0,1.2000000476837158,0.46000000834465027,29,0
31067,Data\Digimon\Pico\1531067_pico.kfm,15,1.2000000476837158,1.9700000286102295,0.5099999904632568,36,0
31068,Data\Digimon\Gabumon_black\0031068_Gabumon_black.kfm,20,1.0,1.4900000095367432,0.6200000047683716,39,0
31069,Data\Digimon\Kokuwamon\0031069_Kokuwamon.kfm,12,1.0,1.25,0.6000000238418579,21,0
31121,Data\Digimon\bearmon\0031121_bearmon.kfm,18,1.0,1.590000033378601,0.7300000190734863,46,0
31138,Data\Digimon\gabumon\0031138_Gabumon.kfm,7,1.0,1.4900000095367432,0.5,27,0
31142,Data\Digimon\wormmon\0031142_Wormmon.kfm,15,1.0,1.2999999523162842,0.49000000953674316,35,0
31143,Data\Digimon\PATAMON_T\0031143_PATAMON.kfm,15,1.0,1.3300000429153442,0.3199999928474426,32,0
31144,Data\Digimon\Arumajimon_T\0031144_Arumajimon.kfm,8,0.6000000238418579,2.1700000762939453,1.340000033378601,47,0
31147,Data\Digimon\Shakomon\0031147_Shakomon.kfm,11,1.0,1.149999976158142,0.699999988079071,29,0
32008,Data\Digimon\Vmon_Vdra\0032008_V-mon.kfm,9,1.0,1.309999942779541,0.5199999809265137,39,0
32019,Data\Digimon\plutomon_B\0032019_Plutomon.kfm,16,0.800000011920929,1.0,0.5400000214576721,21,0
32021,Data\Digimon\Kotemon_Musya\0032021_Kotemon.kfm,8,1.2000000476837158,1.1399999856948853,0.44999998807907104,27,0
32036,Data\Digimon\Dorumon_DEX\0032036_Dorumon.kfm,14,1.0,1.399999976158142,0.5,31,0
33001,Data\Digimon\Shoutmon\0033001_Shoutmon.kfm,12,1.0,1.399999976158142,0.47999998927116394,51,0
33002,Data\Digimon\Ballistamon\0033002_Ballistamon.kfm,11,1.0,3.8499999046325684,1.2999999523162842,43,0
33003,Data\Digimon\Dorulumon\0033003_Dorulumon.kfm,9,1.0,2.1500000953674316,1.0,59,0
33004,Data\Digimon\Mailbirdramon\0033004_Mailbirdramon.kfm,8,1.0,4.199999809265137,1.2999999523162842,17,0
33036,Data\Digimon\Dorumon_Rep\0033036_Dorumon.kfm,14,1.0,1.399999976158142,0.5,32,0
33067,Data\Digimon\Pico_venom\0033067_pico.kfm,19,1.2000000476837158,1.9700000286102295,0.5099999904632568,39,0
33068,Data\Digimon\Gazimon\0033068_gazimon.kfm,18,1.1449999809265137,1.25,0.550000011920929,53,0
33069,Data\Digimon\Tsukaimon\0033069_Tsukaimon.kfm,13,1.0,1.399999976158142,0.3499999940395355,32,0
33070,Data\Digimon\Tsukaimon_Murmukus\0033070_Tsukaimon.kfm,4,1.0,1.399999976158142,0.3499999940395355,30,0
35139,Data\Digimon\plutomon_L\0035139_Plutomon.kfm,14,0.800000011920929,1.0,0.550000011920929,28,0
35142,Data\Digimon\Pickmon\0035142_pickmon.kfm,16,1.0,0.5,0.4000000059604645,17,0
35143,Data\Digimon\Otamamon\0035143_otamamon.kfm,15,1.0,2.009999990463257,1.0,38,0
35144,Data\Digimon\Toyagumon_child\0035144_Toyagumon_child.kfm,15,1.0,1.4500000476837158,0.5,38,0
35145,Data\Digimon\Psychemon\0035145_Psychemon.kfm,9,1.0,1.5,0.6499999761581421,36,0
35146,Data\Digimon\Troopmon\0035146_Troopmon.kfm,10,1.0,2.0,0.699999988079071,19,0
35147,Data\Digimon\Hackmon\0035147_Hackmon.kfm,6,1.0,1.5,0.550000011920929,20,0
41004,Data\Digimon\Geograymon\1041004_geograymon.kfm,20,1.0,2.8399999141693115,0.8999999761581421,54,0
41005,Data\Digimon\sunflowmon\1141005_sunflowmon.kfm,15,1.100000023841858,2.109999895095825,0.699999988079071,42,0
41006,Data\Digimon\gaogamon\1241006_gaogamon.kfm,20,1.2000000476837158,1.899999976158142,0.7099999785423279,44,0
41007,Data\Digimon\peckmon\0041007_peckmon2.kfm,18,1.399999976158142,2.119999885559082,0.6600000262260437,52,0
41009,Data\Digimon\KnightChessmon_B\0041009_KnightChessmon_B.kfm,18,1.2000000476837158,2.7799999713897705,1.0,47,0
41010,Data\Digimon\Gargomon\0041010_Gargomon.kfm,15,1.0,1.7799999713897705,0.7400000095367432,52,0
41011,Data\Digimon\kyubimon\0041011_kyubimon.kfm,13,1.0,1.9700000286102295,0.8299999833106995,52,0
41012,Data\Digimon\KnightChessmon\0041012_KnightChessmon_W.kfm,20,1.2000000476837158,2.7799999713897705,1.0,46,0
41013,Data\Digimon\Strikedramon\0041013_Strikedramon.kfm,15,0.800000011920929,3.380000114440918,1.3200000524520874,36,0
41014,Data\Digimon\Angemon\0041014_Angemon.kfm,15,1.0,2.7699999809265137,0.8500000238418579,43,0
41015,Data\Digimon\Coredramon_Blue\0041015_Coredramon (Blue).kfm,13,1.100000023841858,2.6700000762939453,0.8299999833106995,47,0
41016,Data\Digimon\Coredramon_green\0041016_Coredramon_green.kfm,12,1.100000023841858,2.6700000762939453,0.8299999833106995,47,0
41017,Data\Digimon\Reppamon\0041017_Reppamon.kfm,19,1.0,1.8200000524520874,1.0,37,0
41019,Data\Digimon\icemon\1641019_icemon.kfm,9,1.100000023841858,1.2799999713897705,0.5299999713897705,30,0
41020,Data\Digimon\Aquilamon\0041020_Aquilamon.kfm,15,1.399999976158142,3.0799999237060547,1.1100000143051147,42,0
41021,Data\Digimon\Tailmon\0041021_TAILMON.kfm,16,1.399999976158142,1.0,0.4300000071525574,37,0
41022,Data\Digimon\Gladimon\0041022_Gladimon.kfm,18,1.2000000476837158,1.6299999952316284,0.6899999976158142,42,0
41023,Data\Digimon\digmon\1741023_digmon.kfm,17,1.0,2.0899999141693115,0.7799999713897705,43,0
41024,Data\Digimon\Wizardmon\0041024_Wizardmon.kfm,17,1.5,1.6200000047683716,0.5899999737739563,61,0
41025,Data\Digimon\Wendigomon\0041025_Wendigomon.kfm,18,1.0,2.390000104904175,1.090000033378601,43,0
41026,Data\Digimon\Golemon\1641026_Golemon.kfm,6,1.5,2.7799999713897705,1.0499999523162842,19,0
41027,Data\Digimon\Seadramon\0041027_seadramon.kfm,15,1.2000000476837158,3.4200000762939453,1.7999999523162842,29,0
41028,Data\Digimon\Waspmon\0041028_waspmon.kfm,18,0.8500000238418579,4.519999980926514,0.949999988079071,47,0
41029,Data\Digimon\Chrysalimon\0041029_Chrysalimon.kfm,14,1.5,2.740000009536743,0.7300000190734863,32,0
41030,Data\Digimon\Ankylomon\0041030_Ankylomon.kfm,17,1.0,2.2899999618530273,1.4700000286102295,32,0
41031,Data\Digimon\Icedevimon\1541031_Icedevimon.kfm,8,1.399999976158142,1.659999966621399,0.7099999785423279,40,0
41032,Data\Digimon\flymon\1841032_flymon.kfm,10,1.0,2.9000000953674316,0.7400000095367432,42,0
41033,Data\Digimon\dobermon\1241033_dobermon.kfm,11,1.2000000476837158,1.649999976158142,0.8199999928474426,28,0
41034,Data\Digimon\Guardromon\0041034_Guardromon.kfm,16,1.0,3.450000047683716,1.2699999809265137,51,0
41035,Data\Digimon\Gawappamon\0041035_Gawappamon.kfm,31,1.0,2.0399999618530273,0.8600000143051147,59,0
41036,Data\Digimon\MechaNorimon\0041036_MechaNorimon.kfm,13,1.0,2.8299999237060547,1.2699999809265137,38,0
41037,Data\Digimon\Ginryuumon\0041037_Ginryuumon.kfm,8,1.0,3.690000057220459,0.9200000166893005,31,0
41038,Data\Digimon\Ogremon\0041038_Oaremon.kfm,14,1.7000000476837158,1.6399999856948853,0.6399999856948853,32,0
41039,Data\Digimon\woodmon\1141039_woodmon.kfm,9,1.2999999523162842,1.7300000190734863,0.7200000286102295,36,0
41040,Data\Digimon\Slulmon\0041040_Slulmon.kfm,15,1.0,2.690000057220459,0.6899999976158142,27,0
41041,Data\Digimon\Turuiemon\0041041_turuiemon.kfm,18,1.0,1.809999942779541,0.5099999904632568,40,0
41042,Data\Digimon\SealsDramon\0041042_SealsDramon.kfm,13,0.800000011920929,3.7699999809265137,1.0,40,0
41043,Data\Digimon\Dolgamon\0041043_Dolgamon.kfm,12,1.0,2.7699999809265137,0.800000011920929,46,0
41044,Data\Digimon\Togemon\1141044_Togemon.kfm,9,1.100000023841858,1.840000033378601,0.800000011920929,55,0
41045,Data\Digimon\kubuterimon\0041045_KABUTERIMON.kfm,8,1.2000000476837158,2.430000066757202,0.699999988079071,43,0
41046,Data\Digimon\graymon\1041046_graymon.kfm,18,1.2000000476837158,2.1500000953674316,0.7900000214576721,36,0
41047,Data\Digimon\hanumon\0041047_hanumon.kfm,14,1.2999999523162842,2.9200000762939453,1.0,35,0
41048,Data\Digimon\Spidermon\0041048_Spidermon.kfm,17,1.0,1.409999966621399,0.8899999856948853,34,0
41049,Data\Digimon\DexDolgamon\0041049_DexDolgamon.kfm,13,1.0,2.9000000953674316,1.1299999952316284,40,0
41050,Data\Digimon\Ikkakumon\0041050_Ikkakumon.kfm,19,1.0,2.4200000762939453,0.9300000071525574,32,0
41051,Data\Digimon\ArkadimonAdult\0041051_ArkadimonAdult.kfm,20,1.0,2.299999952316284,1.0,56,0
41052,Data\Digimon\Birdramon\1441052_Birdramon.kfm,19,1.0,4.260000228881836,1.1299999952316284,33,0
41053,Data\Digimon\V-dramon\0041053_V-dramon.kfm,12,1.25,2.009999990463257,1.0,48,0
41054,Data\Digimon\Musyamon\0041054_Musyamon.kfm,9,1.0,2.3399999141693115,1.2999999523162842,41,0
41055,Data\Digimon\Sangloupmon\0041055_Sangloupmon.kfm,18,1.0,2.2100000381469727,0.699999988079071,65,0
41056,Data\Digimon\BlackGatomon\0041056_BlackGatomon.kfm,16,1.2120000123977661,1.4900000095367432,0.6499999761581421,46,0
41057,Data\Digimon\Tyromon\0041057_Tyromon.kfm,12,1.0,1.7999999523162842,1.100000023841858,42,0
41058,Data\Digimon\leomon\1341058_leomon.kfm,21,1.2999999523162842,1.9800000190734863,0.7099999785423279,45,0
41059,Data\Digimon\Grizzmon\0041059_Grizzmon.kfm,19,2.299999952316284,0.800000011920929,0.5400000214576721,48,0
41060,Data\Digimon\Reptiledramon\0041060_reptiledramon.kfm,20,1.0,2.299999952316284,0.699999988079071,57,0
41061,Data\Digimon\Graymon_black\0041061_Graymon_black.kfm,19,1.2000000476837158,2.200000047683716,1.4500000476837158,47,0
41063,Data\Digimon\BlackBirdramon\1441063_Birdramon.kfm,10,1.0,4.320000171661377,0.9599999785423279,19,0
41068,Data\Digimon\devimon\0041068_Devimon.kfm,20,1.5,1.7300000190734863,0.6299999952316284,47,0
41069,Data\Digimon\Thunderballmon\0041069_Thunderballmon.kfm,16,1.0,1.350000023841858,0.75,36,0
41071,Data\Digimon\Boarmon\1941071_Boarmon.kfm,9,1.2000000476837158,2.299999952316284,1.1200000047683716,22,0
41074,Data\Digimon\graumon\0041074_guramon.kfm,9,1.0,2.609999895095825,0.800000011920929,62,0
41075,Data\Digimon\GiamonAT\0041075_GizmonAT.kfm,10,1.0,3.319999933242798,1.340000033378601,48,0
41088,Data\Digimon\Starmon\0041088_starmon.kfm,10,1.0,2.059999942779541,0.7900000214576721,42,0
41132,Data\Digimon\Kiwimon\0041132_kiwimon.kfm,9,1.0,1.4299999475479126,0.6899999976158142,39,0
41136,Data\Digimon\MechaNorimon_02\0041136_MechaNorimon.kfm,13,1.0,2.5999999046325684,1.340000033378601,38,0
41137,Data\Digimon\Tanemon2\0041137_Tanemon.kfm,13,1.7999999523162842,1.0,0.46000000834465027,59,0
41139,Data\Digimon\garumon\0041139_Garumon.kfm,11,1.809999942779541,1.2899999618530273,0.5600000023841858,29,0
41140,Data\Digimon\Garurumon_Black\0041140_Garurumon_Black.kfm,19,1.809999942779541,1.2899999618530273,0.5600000023841858,44,0
41143,Data\Digimon\Stingmon\0041143_Stingmon.kfm,13,1.0,2.369999885559082,0.8399999737739563,35,0
41146,Data\Digimon\dogmon\0041146_Dogmon.kfm,9,1.0,1.5399999618530273,0.7400000095367432,37,0
41159,Data\Digimon\revolmon\2941159_revolmon.kfm,8,1.0,2.0199999809265137,0.7099999785423279,23,0
41165,Data\Digimon\Roachmon\0041165_Roachmon.kfm,6,1.0,1.8600000143051147,0.6899999976158142,18,0
41166,Data\Digimon\redveggiemon\0041166_redveggiemon.kfm,6,1.0,1.7000000476837158,0.7400000095367432,23,0
41167,Data\Digimon\veggiemon\0041167_Veggiemon.kfm,5,1.0,2.180000066757202,0.8100000023841858,13,0
41170,Data\Digimon\meramon\0041170_meramon.kfm,8,1.100000023841858,2.109999895095825,0.7599999904632568,43,0
41172,Data\Digimon\Ghosmon\0041172_Ghosmon.kfm,11,1.0,2.0,0.6700000166893005,40,0
41173,Data\Digimon\Xvmon\0041173_XV-mon.kfm,9,1.2000000476837158,2.309999942779541,0.8100000023841858,44,0
41174,Data\Digimon\Angemon_T\0041174_Angemon.kfm,11,1.0,2.7699999809265137,0.8500000238418579,44,0
41175,Data\Digimon\Ankylomon_T\0041175_Ankylomon.kfm,9,1.0,2.2899999618530273,1.4700000286102295,32,0
41176,Data\Digimon\Gesomon\0041176_Gesomon.kfm,14,1.0,3.3499999046325684,1.149999976158142,54,0
41177,Data\Digimon\DarkTyranomon\0041177_DarkTyranomon.kfm,12,1.0,3.5,1.2999999523162842,31,0
45141,Data\Digimon\devidramon\0045141_devidramon.kfm,18,1.1200000047683716,2.5,1.2000000476837158,42,0
45142,Data\Digimon\Mikemon\0045142_Mikemon.kfm,12,1.0,1.0,1.0,65,0
45150,Data\Digimon\Kuwagamon_RaidBoss\0045150_Kuwagamon.kfm,14,1.0,4.510000228881836,1.6200000047683716,60,0
45151,Data\Digimon\Monochromon_RaidBoss\0045151_Monochromon.kfm,10,1.0,1.600000023841858,1.350000023841858,54,0
45152,Data\Digimon\Centalmon_RaidBoss\0045152_Centalmon.kfm,16,1.0,3.700000047683716,1.149999976158142,92,0
45153,Data\Digimon\Leomon_RaidBoss\0045153_leomon.kfm,11,1.0,1.9500000476837158,1.0,68,0
45154,Data\Digimon\Meramon_RaidBoss\0045154_meramon.kfm,13,1.0,1.7999999523162842,1.0,52,0
45155,Data\Digimon\Oaremon_RaidBoss\0045155_Oaremon.kfm,14,2.0,1.2000000476837158,0.949999988079071,48,0
45156,Data\Digimon\Devimon_RaidBoss\0045156_Devimon.kfm,12,1.0,1.6200000047683716,0.5,57,0
45157,Data\Digimon\Madleomon_armedmode\0045157_Madleomon_armedmode.kfm,12,1.0,4.400000095367432,1.2000000476837158,54,0
45159,Data\Digimon\Starmons\0045159_starmons.kfm,12,1.0,1.100000023841858,0.75,14,0
45160,Data\Digimon\Lucemon\0045160_Lucemon.kfm,10,1.0,2.5999999046325684,0.4000000059604645,30,0
45161,Data\Digimon\Gekomon\0045161_gekomon.kfm,14,1.0,1.7999999523162842,0.8199999928474426,60,0
45163,Data\Digimon\Zhuqiaomon_Champion\0045163_Zhuqiaomon.kfm,11,0.699999988079071,3.5,1.0,35,0
45164,Data\Digimon\QingLongmon_Champion\0045164_QingLongmon_Champion.kfm,15,0.75,4.75,1.149999976158142,30,0
45165,Data\Digimon\Xuanwumon_Champion\0045165_Xuanwumon_Champion.kfm,12,0.699999988079071,4.699999809265137,2.0,58,0
45166,Data\Digimon\Baihumon_Champion\0045166_baihumon.kfm,17,0.6000000238418579,2.700000047683716,1.649999976158142,49,0
45168,Data\Digimon\mojyamon\0045168_mojyamon.kfm,11,1.0,2.059999942779541,1.0,36,0
45169,Data\Digimon\Monochromon\0045169_Monochromon.kfm,7,1.0,1.0,1.0,20,0
45170,Data\Digimon\witchmon\0045170_witchmon.kfm,15,1.0,2.549999952316284,0.5,36,0
45171,Data\Digimon\Deltamon\0045171_Deltamon.kfm,12,1.0,2.3499999046325684,1.0,30,0
45172,Data\Digimon\Raremon\0045172_Raremon.kfm,16,0.3499999940395355,6.929999828338623,5.480000019073486,46,0
51007,Data\Digimon\risegraymon\1051007_risegraymon.kfm,18,1.2000000476837158,3.180000066757202,0.9700000286102295,51,0
51008,Data\Digimon\Lilamon\1151008_Lilamon.kfm,16,1.2999999523162842,2.430000066757202,0.75,45,0
51009,Data\Digimon\Mach Gaogamon\1251009_Mach Gaogamon.kfm,17,1.2999999523162842,2.0299999713897705,0.8199999928474426,57,0
51010,Data\Digimon\crownmon\0051010_yatagaramon.kfm,18,1.5,4.21999979019165,1.190000057220459,53,0
51011,Data\Digimon\Rookchessmon\0051011_Rookchessmon.kfm,15,1.399999976158142,3.2200000286102295,1.2000000476837158,14,1
