"Source","ItemId","Name","Class","TypeL","TypeS","TypeValue","TypeSection","TypeName","SkillCode","SocketCount","Overlap","UseTimeGroup","UseTimeMinutes","UseBattle","NifFile","ModelNifFile","ModelEffectFile"
"legacy","204","DS Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","205","DS Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","206","DS Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","207","DS Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","208","DS Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","209","DS Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","210","DS Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","301","AP Attribute Rank A 
[Quest]","","","","","","","","","","","","","","",""
"legacy","302","AP Attribute Rank A","","","","","","","","","","","","","","",""
"legacy","303","AP Attribute Rank A","","","","","","","","","","","","","","",""
"legacy","304","AP Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","305","AP Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","306","AP Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","307","AP Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","308","AP Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","309","AP Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","310","AP Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","311","AP Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","312","AP Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","313","AP Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","314","AP Attribute Rank D","","","","","","","","","","","","","","",""
"legacy","401","MS Attribute Rank A","","","","","","","","","","","","","","",""
"legacy","402","MS Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","501","DF Attribute Rank A","","","","","","","","","","","","","","",""
"legacy","502","DF Attribute Rank A","","","","","","","","","","","","","","",""
"legacy","503","DF Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","504","DF Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","505","DF Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","506","DF Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","507","DF Attribute Rank B","","","","","","","","","","","","","","",""
"legacy","508","DF Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","509","DF Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","510","DF Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","511","DF Attribute Rank C","","","","","","","","","","","","","","",""
"legacy","512","Laboratory's AT Attribute","","","","","","","","","","","","","","",""
"legacy","513","Laboratory's MS Attribute","","","","","","","","","","","","","","",""
"legacy","514","Pyramid HP Attribute","","","","","","","","","","","","","","",""
"legacy","515","Pyramid DS Attribute","","","","","","","","","","","","","","",""
"legacy","516","Pyramid AT Attribute","","","","","","","","","","","","","","",""
"legacy","517","Pyramid DE Attribute","","","","","","","","","","","","","","",""
"legacy","518","Pyramid HP Attribute","","","","","","","","","","","","","","",""
"legacy","519","Pyramid DS Attribute","","","","","","","","","","","","","","",""
"legacy","520","Pyramid AT Attribute","","","","","","","","","","","","","","",""
"legacy","521","Pyramid DE Attribute","","","","","","","","","","","","","","",""
"legacy","551","[MS] Attribute Rank A Lv1","","","","","","","","","","","","","","",""
"legacy","552","[MS] Attribute Rank A Lv2","","","","","","","","","","","","","","",""
"legacy","553","[MS] Attribute Rank A LvMax","","","","","","","","","","","","","","",""
"legacy","554","[MS] Attribute Rank B Lv1","","","","","","","","","","","","","","",""
"legacy","555","[MS] Attribute Rank B Lv2","","","","","","","","","","","","","","",""
"legacy","601","[HP] Attribute Rank A Lv1","","","","","","","","","","","","","","",""
"legacy","602","[HP] Attribute Rank A Lv2","","","","","","","","","","","","","","",""
"legacy","603","[HP] Attribute Rank A Lv3","","","","","","","","","","","","","","",""
"legacy","604","[HP] Attribute Rank A Lv4","","","","","","","","","","","","","","",""
"legacy","605","[HP] Attribute Rank A LvMax","","","","","","","","","","","","","","",""
"legacy","606","[HP] Attribute Rank B Lv1","","","","","","","","","","","","","","",""
"legacy","607","[HP] Attribute Rank B Lv2","","","","","","","","","","","","","","",""
"legacy","608","[HP] Attribute Rank B Lv3","","","","","","","","","","","","","","",""
"legacy","609","[HP] Attribute Rank B Lv4","","","","","","","","","","","","","","",""
"legacy","610","[HP] Attribute Rank B LvMax","","","","","","","","","","","","","","",""
"legacy","611","[HP] Attribute Rank C Lv1","","","","","","","","","","","","","","",""
"legacy","612","[HP] Attribute Rank C Lv2","","","","","","","","","","","","","","",""
"legacy","613","[HP] Attribute Rank C Lv3","","","","","","","","","","","","","","",""
"legacy","614","[HP] Attribute Rank C Lv4","","","","","","","","","","","","","","",""
"legacy","615","[HP] Attribute Rank C LvMax","","","","","","","","","","","","","","",""
"legacy","616","[HP] Attribute Rank D Lv1","","","","","","","","","","","","","","",""
"legacy","617","[HP] Attribute Rank D Lv2","","","","","","","","","","","","","","",""
"legacy","618","[HP] Attribute Rank D Lv3","","","","","","","","","","","","","","",""
"legacy","619","[HP] Attribute Rank D Lv4","","","","","","","","","","","","","","",""
"legacy","620","[HP] Attribute Rank D LvMax","","","","","","","","","","","","","","",""
"legacy","621","[HP] Attribute Rank E Lv1","","","","","","","","","","","","","","",""
"legacy","622","[HP] Attribute Rank E Lv2","","","","","","","","","","","","","","",""
"legacy","623","[HP] Attribute Rank E Lv3","","","","","","","","","","","","","","",""
"legacy","624","[HP] Attribute Rank E Lv4","","","","","","","","","","","","","","",""
"legacy","625","[HP] Attribute Rank E LvMax","","","","","","","","","","","","","","",""
"legacy","626","[HP] Attribute Rank F Lv1","","","","","","","","","","","","","","",""
"legacy","627","[HP] Attribute Rank F Lv2","","","","","","","","","","","","","","",""
"legacy","628","[HP] Attribute Rank F Lv3","","","","","","","","","","","","","","",""
"legacy","629","[HP] Attribute Rank F Lv4","","","","","","","","","","","","","","",""
"legacy","630","[HP] Attribute Rank F LvMax","","","","","","","","","","","","","","",""
"legacy","631","[HP] Attribute Rank G Lv1","","","","","","","","","","","","","","",""
"legacy","632","[HP] Attribute Rank G Lv2","","","","","","","","","","","","","","",""
"legacy","633","[HP] Attribute Rank G Lv3","","","","","","","","","","","","","","",""
"legacy","634","[HP] Attribute Rank G Lv4","","","","","","","","","","","","","","",""
"legacy","635","[HP] Attribute Rank G LvMax","","","","","","","","","","","","","","",""
"legacy","636","[HP] Attribute Rank H Lv1","","","","","","","","","","","","","","",""
"legacy","637","[HP] Attribute Rank H Lv2","","","","","","","","","","","","","","",""
"legacy","638","[HP] Attribute Rank H Lv3","","","","","","","","","","","","","","",""
"legacy","639","[HP] Attribute Rank H Lv4","","","","","","","","","","","","","","",""
"legacy","640","[HP] Attribute Rank H LvMax","","","","","","","","","","","","","","",""
"legacy","641","[HP] Attribute Rank I Lv1","","","","","","","","","","","","","","",""
"legacy","642","[HP] Attribute Rank I Lv2","","","","","","","","","","","","","","",""
"legacy","643","[HP] Attribute Rank I Lv3","","","","","","","","","","","","","","",""
"legacy","644","[HP] Attribute Rank I Lv4","","","","","","","","","","","","","","",""
"legacy","645","[HP] Attribute Rank I LvMax","","","","","","","","","","","","","","",""
"legacy","646","[HP] Attribute Rank J Lv1","","","","","","","","","","","","","","",""
"legacy","647","[HP] Attribute Rank J Lv2","","","","","","","","","","","","","","",""
"legacy","648","[HP] Attribute Rank J Lv3","","","","","","","","","","","","","","",""
"legacy","649","[HP] Attribute Rank J Lv4","","","","","","","","","","","","","","",""
"legacy","650","[HP] Attribute Rank J LvMax","","","","","","","","","","","","","","",""
"legacy","701","[DS] Attribute Rank A Lv1","","","","","","","","","","","","","","",""
"legacy","702","[DS] Attribute Rank A Lv2","","","","","","","","","","","","","","",""
"legacy","703","[DS] Attribute Rank A Lv3","","","","","","","","","","","","","","",""
"legacy","704","[DS] Attribute Rank A Lv4","","","","","","","","","","","","","","",""
"legacy","705","[DS] Attribute Rank A LvMax","","","","","","","","","","","","","","",""
"legacy","706","[DS] Attribute Rank B Lv1","","","","","","","","","","","","","","",""
"legacy","707","[DS] Attribute Rank B Lv2","","","","","","","","","","","","","","",""
"legacy","708","[DS] Attribute Rank B Lv3","","","","","","","","","","","","","","",""
"legacy","709","[DS] Attribute Rank B Lv4","","","","","","","","","","","","","","",""
"legacy","710","[DS] Attribute Rank B LvMax","","","","","","","","","","","","","","",""
"legacy","711","[DS] Attribute Rank C Lv1","","","","","","","","","","","","","","",""
"legacy","712","[DS] Attribute Rank C Lv2","","","","","","","","","","","","","","",""
"legacy","713","[DS] Attribute Rank C Lv3","","","","","","","","","","","","","","",""
"legacy","714","[DS] Attribute Rank C Lv4","","","","","","","","","","","","","","",""
"legacy","715","[DS] Attribute Rank C LvMax","","","","","","","","","","","","","","",""
"legacy","716","[DS] Attribute Rank D Lv1","","","","","","","","","","","","","","",""
"legacy","717","[DS] Attribute Rank D Lv2","","","","","","","","","","","","","","",""
"legacy","718","[DS] Attribute Rank D Lv3","","","","","","","","","","","","","","",""
"legacy","719","[DS] Attribute Rank D Lv4","","","","","","","","","","","","","","",""
"legacy","720","[DS] Attribute Rank D LvMax","","","","","","","","","","","","","","",""
"legacy","721","[DS] Attribute Rank E Lv1","","","","","","","","","","","","","","",""
"legacy","722","[DS] Attribute Rank E Lv2","","","","","","","","","","","","","","",""
"legacy","723","[DS] Attribute Rank E Lv3","","","","","","","","","","","","","","",""
"legacy","724","[DS] Attribute Rank E Lv4","","","","","","","","","","","","","","",""
"legacy","725","[DS] Attribute Rank E LvMax","","","","","","","","","","","","","","",""
"legacy","726","[DS] Attribute Rank F Lv1","","","","","","","","","","","","","","",""
"legacy","727","[DS] Attribute Rank F Lv2","","","","","","","","","","","","","","",""
"legacy","728","[DS] Attribute Rank F Lv3","","","","","","","","","","","","","","",""
"legacy","729","[DS] Attribute Rank F Lv4","","","","","","","","","","","","","","",""
"legacy","730","[DS] Attribute Rank F LvMax","","","","","","","","","","","","","","",""
"legacy","731","[DS] Attribute Rank G Lv1","","","","","","","","","","","","","","",""
"legacy","732","[DS] Attribute Rank G Lv2","","","","","","","","","","","","","","",""
"legacy","733","[DS] Attribute Rank G Lv3","","","","","","","","","","","","","","",""
"legacy","734","[DS] Attribute Rank G Lv4","","","","","","","","","","","","","","",""
"legacy","735","[DS] Attribute Rank G LvMax","","","","","","","","","","","","","","",""
"legacy","736","[DS] Attribute Rank H Lv1","","","","","","","","","","","","","","",""
"legacy","737","[DS] Attribute Rank H Lv2","","","","","","","","","","","","","","",""
"legacy","738","[DS] Attribute Rank H Lv3","","","","","","","","","","","","","","",""
"legacy","739","[DS] Attribute Rank H Lv4","","","","","","","","","","","","","","",""
"legacy","740","[DS] Attribute Rank H LvMax","","","","","","","","","","","","","","",""
"legacy","741","[DS] Attribute Rank I Lv1","","","","","","","","","","","","","","",""
"legacy","742","[DS] Attribute Rank I Lv2","","","","","","","","","","","","","","",""
"legacy","743","[DS] Attribute Rank I Lv3","","","","","","","","","","","","","","",""
"legacy","744","[DS] Attribute Rank I Lv4","","","","","","","","","","","","","","",""
"legacy","745","[DS] Attribute Rank I LvMax","","","","","","","","","","","","","","",""
"legacy","746","[DS] Attribute Rank J Lv1","","","","","","","","","","","","","","",""
"legacy","747","[DS] Attribute Rank J Lv2","","","","","","","","","","","","","","",""
"legacy","748","[DS] Attribute Rank J Lv3","","","","","","","","","","","","","","",""
"legacy","749","[DS] Attribute Rank J Lv4","","","","","","","","","","","","","","",""
"legacy","750","[DS] Attribute Rank J LvMax","","","","","","","","","","","","","","",""
"legacy","801","[AT] Attribute RankA Lv1","","","","","","","","","","","","","","",""
"legacy","802","[AT] Attribute RankA Lv2","","","","","","","","","","","","","","",""
"legacy","803","[AT] Attribute RankA Lv3","","","","","","","","","","","","","","",""
"legacy","804","[AT] Attribute RankA Lv4","","","","","","","","","","","","","","",""
"legacy","805","[AT] Attribute RankA LvMax","","","","","","","","","","","","","","",""
"legacy","806","[AT] Attribute RankB Lv1","","","","","","","","","","","","","","",""
"legacy","807","[AT] Attribute RankB Lv2","","","","","","","","","","","","","","",""
"legacy","808","[AT] Attribute RankB Lv3","","","","","","","","","","","","","","",""
"legacy","809","[AT] Attribute RankB Lv4","","","","","","","","","","","","","","",""
"legacy","810","[AT] Attribute RankB LvMax","","","","","","","","","","","","","","",""
"legacy","811","[AT] Attribute RankC Lv1","","","","","","","","","","","","","","",""
"legacy","812","[AT] Attribute RankC Lv2","","","","","","","","","","","","","","",""
"legacy","813","[AT] Attribute RankC Lv3","","","","","","","","","","","","","","",""
"legacy","814","[AT] Attribute RankC Lv4","","","","","","","","","","","","","","",""
"legacy","815","[AT] Attribute RankC LvMax","","","","","","","","","","","","","","",""
"legacy","816","[AT] Attribute RankD Lv1","","","","","","","","","","","","","","",""
"legacy","817","[AT] Attribute RankD Lv2","","","","","","","","","","","","","","",""
"legacy","818","[AT] Attribute RankD Lv3","","","","","","","","","","","","","","",""
"legacy","819","[AT] Attribute RankD Lv4","","","","","","","","","","","","","","",""
"legacy","820","[AT] Attribute RankD LvMax","","","","","","","","","","","","","","",""
"legacy","821","[AT] Attribute RankE Lv1","","","","","","","","","","","","","","",""
"legacy","822","[AT] Attribute RankE Lv2","","","","","","","","","","","","","","",""
"legacy","823","[AT] Attribute RankE Lv3","","","","","","","","","","","","","","",""
"legacy","824","[AT] Attribute RankE Lv4","","","","","","","","","","","","","","",""
"legacy","825","[AT] Attribute RankE LvMax","","","","","","","","","","","","","","",""
"legacy","826","[AT] Attribute RankF Lv1","","","","","","","","","","","","","","",""
"legacy","827","[AT] Attribute RankF Lv2","","","","","","","","","","","","","","",""
"legacy","828","[AT] Attribute RankF Lv3","","","","","","","","","","","","","","",""
"legacy","829","[AT] Attribute RankF Lv4","","","","","","","","","","","","","","",""
"legacy","830","[AT] Attribute RankF LvMax","","","","","","","","","","","","","","",""
"legacy","831","[AT] Attribute RankG Lv1","","","","","","","","","","","","","","",""
"legacy","832","[AT] Attribute RankG Lv2","","","","","","","","","","","","","","",""
"legacy","833","[AT] Attribute RankG Lv3","","","","","","","","","","","","","","",""
"legacy","834","[AT] Attribute RankG Lv4","","","","","","","","","","","","","","",""
"legacy","835","[AT] Attribute RankG LvMax","","","","","","","","","","","","","","",""
"legacy","836","[AT] Attribute RankH Lv1","","","","","","","","","","","","","","",""
"legacy","837","[AT] Attribute RankH Lv2","","","","","","","","","","","","","","",""
"legacy","838","[AT] Attribute RankH Lv3","","","","","","","","","","","","","","",""
"legacy","839","[AT] Attribute RankH Lv4","","","","","","","","","","","","","","",""
"legacy","840","[AT] Attribute RankH LvMax","","","","","","","","","","","","","","",""
"legacy","841","[AT] Attribute RankI Lv1","","","","","","","","","","","","","","",""
"legacy","842","[AT] Attribute RankI Lv2","","","","","","","","","","","","","","",""
"legacy","843","[AT] Attribute RankI Lv3","","","","","","","","","","","","","","",""
"legacy","844","[AT] Attribute RankI Lv4","","","","","","","","","","","","","","",""
"legacy","845","[AT] Attribute RankI LvMax","","","","","","","","","","","","","","",""
"legacy","846","[AT] Attribute RankJ Lv1","","","","","","","","","","","","","","",""
"legacy","847","[AT] Attribute RankJ Lv2","","","","","","","","","","","","","","",""
"legacy","848","[AT] Attribute RankJ Lv3","","","","","","","","","","","","","","",""
"legacy","849","[AT] Attribute RankJ Lv4","","","","","","","","","","","","","","",""
"legacy","850","[AT] Attribute RankJ LvMax","","","","","","","","","","","","","","",""
"legacy","901","[DE] Attribute Rank A Lv1","","","","","","","","","","","","","","",""
"legacy","902","[DE] Attribute Rank A Lv2","","","","","","","","","","","","","","",""
"legacy","903","[DE] Attribute Rank A Lv3","","","","","","","","","","","","","","",""
"legacy","904","[DE] Attribute Rank A Lv4","","","","","","","","","","","","","","",""
"legacy","905","[DE] Attribute Rank A LvMax","","","","","","","","","","","","","","",""
"legacy","906","[DE] Attribute Rank B Lv1","","","","","","","","","","","","","","",""
"legacy","907","[DE] Attribute Rank B Lv2","","","","","","","","","","","","","","",""
"legacy","908","[DE] Attribute Rank B Lv3","","","","","","","","","","","","","","",""
"legacy","909","[DE] Attribute Rank B Lv4","","","","","","","","","","","","","","",""
"legacy","910","[DE] Attribute Rank B LvMax","","","","","","","","","","","","","","",""
"legacy","911","[DE] Attribute Rank C Lv1","","","","","","","","","","","","","","",""
"legacy","912","[DE] Attribute Rank C Lv2","","","","","","","","","","","","","","",""
"legacy","913","[DE] Attribute Rank C Lv3","","","","","","","","","","","","","","",""
"legacy","914","[DE] Attribute Rank C Lv4","","","","","","","","","","","","","","",""
"legacy","915","[DE] Attribute Rank C LvMax","","","","","","","","","","","","","","",""
"legacy","916","[DE] Attribute Rank D Lv1","","","","","","","","","","","","","","",""
"legacy","917","[DE] Attribute Rank D Lv2","","","","","","","","","","","","","","",""
"legacy","918","[DE] Attribute Rank D Lv3","","","","","","","","","","","","","","",""
"legacy","919","[DE] Attribute Rank D Lv4","","","","","","","","","","","","","","",""
"legacy","920","[DE] Attribute Rank D LvMax","","","","","","","","","","","","","","",""
"legacy","921","[DE] Attribute Rank E Lv1","","","","","","","","","","","","","","",""
"legacy","922","[DE] Attribute Rank E Lv2","","","","","","","","","","","","","","",""
"legacy","923","[DE] Attribute Rank E Lv3","","","","","","","","","","","","","","",""
"legacy","924","[DE] Attribute Rank E Lv4","","","","","","","","","","","","","","",""
"legacy","925","[DE] Attribute Rank E LvMax","","","","","","","","","","","","","","",""
"legacy","926","[DE] Attribute Rank F Lv1","","","","","","","","","","","","","","",""
"legacy","927","[DE] Attribute Rank F Lv2","","","","","","","","","","","","","","",""
"legacy","928","[DE] Attribute Rank F Lv3","","","","","","","","","","","","","","",""
"legacy","929","[DE] Attribute Rank F Lv4","","","","","","","","","","","","","","",""
"legacy","930","[DE] Attribute Rank F LvMax","","","","","","","","","","","","","","",""
"legacy","931","[DE] Attribute Rank G Lv1","","","","","","","","","","","","","","",""
"legacy","932","[DE] Attribute Rank G Lv2","","","","","","","","","","","","","","",""
"legacy","933","[DE] Attribute Rank G Lv3","","","","","","","","","","","","","","",""
"legacy","934","[DE] Attribute Rank G Lv4","","","","","","","","","","","","","","",""
"legacy","935","[DE] Attribute Rank G LvMax","","","","","","","","","","","","","","",""
"legacy","936","[DE] Attribute Rank H Lv1","","","","","","","","","","","","","","",""
"legacy","937","[DE] Attribute Rank H Lv2","","","","","","","","","","","","","","",""
"legacy","938","[DE] Attribute Rank H Lv3","","","","","","","","","","","","","","",""
"legacy","939","[DE] Attribute Rank H Lv4","","","","","","","","","","","","","","",""
"legacy","940","[DE] Attribute Rank H LvMax","","","","","","","","","","","","","","",""
"legacy","941","[DE] Attribute Rank I Lv1","","","","","","","","","","","","","","",""
"legacy","942","[DE] Attribute Rank I Lv2","","","","","","","","","","","","","","",""
"legacy","943","[DE] Attribute Rank I Lv3","","","","","","","","","","","","","","",""
"legacy","944","[DE] Attribute Rank I Lv4","","","","","","","","","","","","","","",""
"legacy","945","[DE] Attribute Rank I LvMax","","","","","","","","","","","","","","",""
"legacy","946","[DE] Attribute Rank J Lv1","","","","","","","","","","","","","","",""
"legacy","947","[DE] Attribute Rank J Lv2","","","","","","","","","","","","","","",""
"legacy","948","[DE] Attribute Rank J Lv3","","","","","","","","","","","","","","",""
"legacy","949","[DE] Attribute Rank J Lv4","","","","","","","","","","","","","","",""
"legacy","950","[DE] Attribute Rank J LvMax","","","","","","","","","","","","","","",""
"legacy","999","[MS] Attribute Rank A LvMax
[Event]","","","","","","","","","","","","","","",""
"legacy","1000","AP Attribute Rank Jumping","","","","","","","","","","","","","","",""
"legacy","1001","Black Normal Headphones","","","","","","","","","","","","","","",""
"legacy","1002","Red Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1003","Blue Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1004","Music-Playing Headphones","","","","","","","","","","","","","","",""
"legacy","1101","Black Normal Headphones","","","","","","","","","","","","","","",""
"legacy","1102","Red Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1103","Blue Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1104","Music-Playing Headphones","","","","","","","","","","","","","","",""
"legacy","1201","Black Normal Headphones","","","","","","","","","","","","","","",""
"legacy","1202","Red Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1203","Blue Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1204","Music-Playing Headphones","","","","","","","","","","","","","","",""
"legacy","1301","Black Normal Headphones","","","","","","","","","","","","","","",""
"legacy","1302","Red Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1303","Blue Fashion Headphones","","","","","","","","","","","","","","",""
"legacy","1304","Music-Playing Headphones","","","","","","","","","","","","","","",""
"converted","1401","Mystery Attribute Rank A Lv1","2","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1402","Mystery Attribute Rank A Lv2","3","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1403","Mystery Attribute Rank A Lv3","4","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1404","Mystery Attribute Rank A Lv4","5","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1405","Mystery Attribute Rank A LvMax","6","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1406","Mystery Attribute Rank B Lv1","2","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1407","Mystery Attribute Rank B Lv2","3","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1408","Mystery Attribute Rank B Lv3","4","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1409","Mystery Attribute Rank B Lv4","5","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1410","Mystery Attribute Rank B LvMax","6","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1411","Mystery Attribute Rank C Lv1","2","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1412","Mystery Attribute Rank C Lv2","3","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1413","Mystery Attribute Rank C Lv3","4","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1414","Mystery Attribute Rank C Lv4","5","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1415","Mystery Attribute Rank C LvMax","6","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1416","Mystery Attribute Rank D Lv1","2","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1417","Mystery Attribute Rank D Lv2","3","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1418","Mystery Attribute Rank D Lv3","4","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1419","Mystery Attribute Rank D Lv4","5","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1420","Mystery Attribute Rank D LvMax","6","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1421","Mystery Attribute Rank E Lv1","2","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
"converted","1422","Mystery Attribute Rank E Lv2","3","170","0","0","17000","Container item","0","0","999","101","0","0","","",""
