"Action","ItemId","LegacyName","ModernName","ModernTypeName","NameChanged","SocketCount","TypeL","TypeS","SkillCode"
"PreserveLegacy","7230","Reinforced Mercenary DigiEgg(Cash)-
Shoutmon","Reinforced Mercenary DigiEgg-
Shoutmon","Scan item","True","0","92","0","0"
"PreserveLegacy","7231","Ballistamon DigiEgg(Cash)","Ballistamon DigiEgg","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","7232","Reinforced Mercenary DigiEgg(Cash)-
Ballistamon","Reinforced Mercenary DigiEgg-
Ballistamon","Scan item","True","0","92","0","0"
"PreserveLegacy","7233","Dorulumon DigiEgg(Cash)","Dorulumon DigiEgg","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","7234","Reinforced Mercenary DigiEgg(Cash)-
Dorulumon","Reinforced Mercenary DigiEgg-
Dorulumon","Scan item","True","0","92","0","0"
"AddConverted","7235","","Hackmon DigiEgg","Digiegg [Mercenary]","True","0","93","0","0"
"AddConverted","7236","","Reinforced Mercenary DigiEgg-
Hackmon","Scan item","True","0","92","0","0"
"PreserveLegacy","7560","DexDorugamon
Digiegg Lv.4-5","Death-X-Dorugoramon
Digiegg Lv.4-5","Scan item","True","0","92","0","0"
"PreserveLegacy","8152","Salamon DigiEgg
Level 5][Champion]","Salamon DigiEgg
Level 5[Champion]","DigiEgg","True","0","177","0","0"
"PreserveLegacy","8405","DexDorugamon DigiEgg
Level 3[Champion]","Death-X-Dorugoramon DigiEgg
Level 3[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8406","DexDorugamon DigiEgg
Level 3[Ultimate]","Death-X-Dorugoramon DigiEgg
Level 3[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8407","DexDorugamon DigiEgg
Level 3[Mega]","Death-X-Dorugoramon DigiEgg
Level 3[Mega]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8408","DexDorugamon DigiEgg
Level 4[Champion]","Death-X-Dorugoramon DigiEgg
Level 4[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8409","DexDorugamon DigiEgg
Level 4[Ultimate]","Death-X-Dorugoramon DigiEgg
Level 4[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8411","DexDorugamon DigiEgg
Level 5[Champion]","Death-X-Dorugoramon DigiEgg
Level 5[Champion]","DigiEgg","True","0","177","0","0"
"PreserveLegacy","8433","BlackGatomon DigiEgg
Level 3[Champion]","BlackGatomonDigiEgg
Level 3[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8434","BlackGatomon DigiEgg
Level 3[Ultimate]","BlackGatomonDigiEgg
Level 3[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8436","BlackGatomon DigiEgg
Level 4[Champion]","BlackGatomonDigiEgg
Level 4[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8437","BlackGatomon DigiEgg
Level 4[Ultimate]","BlackGatomonDigiEgg
Level 4[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8439","BlackGatomon DigiEgg
Level 5[Champion]","BlackGatomonDigiEgg
Level 5[Champion]","DigiEgg","True","0","177","0","0"
"PreserveLegacy","8484","Patamon DigiEgg
Level 3[Champion]","Patamon(Shakkoumon) DigiEgg
Level 3[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8485","Patamon DigiEgg
Level 4[Champion]","Patamon(Shakkoumon) DigiEgg
Level 4[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8486","Patamon DigiEgg
Level 5[Champion]","Patamon(Shakkoumon) DigiEgg
Level 5[Champion]","DigiEgg","True","0","177","0","0"
"PreserveLegacy","8487","Armadimon DigiEgg
Level 3[Champion]","Armadimon(Shakkoumon) DigiEgg
Level 3[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8488","Armadimon DigiEgg
Level 4[Champion]","Armadimon(Shakkoumon) DigiEgg
Level 4[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"PreserveLegacy","8489","Armadimon DigiEgg
Level 5[Champion]","Armadimon(Shakkoumon) DigiEgg
Level 5[Champion]","DigiEgg","True","0","177","0","0"
"PreserveLegacy","8597","Fanglongmon Growth Package","Huanglongmon Growth Package","Container item","True","0","170","0","0"
"AddConverted","8667","","Hackmon DigiEgg-Lv.3[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"AddConverted","8668","","Hackmon DigiEgg-Lv.3[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"AddConverted","8669","","Hackmon DigiEgg-Lv.4[Champion]","Digiegg [Mercenary]","True","0","93","0","0"
"AddConverted","8670","","Hackmon DigiEgg-Lv.4[Ultimate]","Digiegg [Mercenary]","True","0","93","0","0"
"AddConverted","8671","","Hackmon DigiEgg-Lv.5[Champion]","DigiEgg","True","0","177","0","0"
"AddConverted","8985","","Mysterious Mercenary
DigiEgg [4~5]","Scan item","True","0","92","0","0"
"PreserveLegacy","9221","Treasure Box 
 of Datamon [Normal]","Treasure Box 
 of Nanomon [Normal]","Scan item","True","0","92","0","0"
"PreserveLegacy","9222","Treasure Box 
 of Datamon [Hero]","Treasure Box 
 of Nanomon [Hero]","Scan item","True","0","92","0","0"
"PreserveLegacy","9225","Treasure Box 
 of Datamon [Hero] x5","Treasure Box 
 of Nanomon [Hero] x5","Container item","True","0","170","0","0"
"PreserveLegacy","9226","Datamon Maze Pass Card","Nanomon Maze Pass Card [N]","Dungeon Entry Ticket","True","0","606","0","0"
"PreserveLegacy","9227","Hacking file of Datamon","Hacking file of Nanomon","General Consumable Item","True","0","83","0","0"
"PreserveLegacy","9228","Admission Ticket to
Mysterious GM's Room","Admission Ticket to
Toy Room","Event Item","True","0","83","0","0"
"PreserveLegacy","9525","Exchange Tamer Item(Tai)","Exchange Tamer Item[Tai]","Apply to Tamer","True","1","163","1","0"
"PreserveLegacy","9526","Exchange Tamer Item (Mimi)","Exchange Tamer Item [Mimi]","Apply to Tamer","True","1","163","2","0"
"PreserveLegacy","9527","Exchange Tamer Item (Matt)","Exchange Tamer Item [Matt]","Apply to Tamer","True","1","163","3","0"
"PreserveLegacy","9528","Exchange Tamer Item (T.K)","Exchange Tamer Item [T.K]","Apply to Tamer","True","1","163","4","0"
"PreserveLegacy","9631","","Recovery item","Recovery item","True","1","61","0","1820019"
"PreserveLegacy","9730","Goddess Fruit","Fruit of the Goddess","Digimon [Re-size]","True","1","89","2","0"
"PreserveLegacy","9768","Goddess Fruit [Event]","Fruit of the Goddess [Event]","Digimon [Re-size]","True","1","89","2","0"
"PreserveLegacy","9801","","Move Item","Move Item","True","0","157","0","0"
"PreserveLegacy","9802","","Recovery item","Recovery item","True","1","61","0","1830001"
"PreserveLegacy","9803","","Scan item","Scan item","True","0","92","0","0"
"PreserveLegacy","9804","","Scan item","Scan item","True","0","92","0","0"
"PreserveLegacy","9805","","Scan item","Scan item","True","0","92","0","0"
"PreserveLegacy","9806","","Scan item","Scan item","True","0","92","0","0"
"PreserveLegacy","9810","","Material item","Material item","True","0","86","0","0"
"PreserveLegacy","9814","","Gloves","Gloves","True","0","23","1","1340017"
"PreserveLegacy","9815","","Shoes","Shoes","True","1","25","1","2500246"
"PreserveLegacy","9816","","Top","Top","True","0","22","1","2100307"
"PreserveLegacy","9987","","General Consumable Item","General Consumable Item","True","1","62","0","0"
"PreserveLegacy","9993","","Digimon [Re-size]","Digimon [Re-size]","True","1","89","2","0"
"PreserveLegacy","10006","","ChipSet","ChipSet","True","1","52","1","2500245"
"PreserveLegacy","10007","","Aura","Aura","True","1","31","0","0"
"PreserveLegacy","10009","","Container item","Container item","True","0","170","0","0"
"PreserveLegacy","10011","","Digimon [Growth]","Digimon [Growth]","True","1","188","1","0"
"PreserveLegacy","10012","Consignment shop 
license (Seedmon) [30 day]","Consignment shop
license (Seedmon) 30D","Personal shop","True","0","76","3","0"
"PreserveLegacy","10016","","Container item","Container item","True","0","170","0","0"
"PreserveLegacy","10018","","ChipSet","ChipSet","True","1","52","1","2500245"
"PreserveLegacy","10019","","Aura","Aura","True","1","31","0","0"
"PreserveLegacy","10021","","Seal Closer","Seal Closer","True","0","192","1","0"
"PreserveLegacy","10022","","Seal Opener","Seal Opener","True","0","191","1","0"
"PreserveLegacy","10023","","Reinforcement [Init]","Reinforcement [Init]","True","1","57","1","0"
"PreserveLegacy","10024","","Digimon [Re-size]","Digimon [Re-size]","True","1","89","2","0"
"PreserveLegacy","10025","","Reinforcement [Init]","Reinforcement [Init]","True","1","57","2","0"
"PreserveLegacy","10027","","Coin","Coin","True","0","178","0","0"
"PreserveLegacy","10028","","Accessory reinforcement","Accessory reinforcement","True","1","110","4","20000022"
"PreserveLegacy","10030","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10031","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10056","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10067","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10068","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10069","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10070","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10071","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10072","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10074","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10075","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10076","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10077","","Event Item","Event Item","True","0","83","0","0"
"PreserveLegacy","10078","","Event Item","Event Item","True","0","83","0","0"
"AddConverted","10139","","Ear of Moon Rabbit","Head","True","1","21","1","2599981"
"AddConverted","10140","","Liver of Moon Rabbit","Fashion","True","1","27","0","2100128"
"AddConverted","10141","","Jeogori of Moon Rabbit","Top","True","1","22","1","2100133"
"AddConverted","10142","","Short Tail of Moon Rabbit","Bottom","True","1","24","1","2100134"
"AddConverted","10143","","Cute Feet of Moon Rabbit","Shoes","True","1","25","1","2100136"
"AddConverted","10144","","Pestle of Moon Rabbit","Gloves","True","1","23","1","2100135"
"AddConverted","10145","","Ear of Moon Rabbit","Container item","True","0","170","0","0"
"AddConverted","10146","","Liver of Moon Rabbit Box","Container item","True","0","170","0","0"
"AddConverted","10147","","Jeogori of Moon Rabbit Box","Container item","True","0","170","0","0"
"AddConverted","10148","","Short Tail of Moon Rabbit Box","Container item","True","0","170","0","0"
"AddConverted","10149","","Cute Feet of Moon Rabbit Box","Container item","True","0","170","0","0"
"AddConverted","10150","","Pestle of Moon Rabbit Box","Container item","True","0","170","0","0"
"AddConverted","10187","","Survival Helmet","Head","True","1","21","1","2599981"
"AddConverted","10188","","Dog Tag","Fashion","True","1","27","0","2100154"
"AddConverted","10189","","Digital Patterned Military Jacket","Top","True","1","22","1","2100133"
"AddConverted","10190","","Digital patterned Military Pants","Bottom","True","1","24","1","2100134"
"AddConverted","10191","","Military Combat Boot","Shoes","True","1","25","1","2100136"
"AddConverted","10192","","Spork","Gloves","True","1","23","1","2100135"
"AddConverted","10193","","Survival Helmet Box","Container item","True","0","170","0","0"
"AddConverted","10194","","Dog Tag Box","Container item","True","0","170","0","0"
"AddConverted","10195","","Digital Patterned Military Jacket Box","Container item","True","0","170","0","0"
"AddConverted","10196","","Digital patterned Military Pants Box","Container item","True","0","170","0","0"
"AddConverted","10197","","Military Combat Boot Box","Container item","True","0","170","0","0"
"AddConverted","10198","","Spork Box","Container item","True","0","170","0","0"
"AddConverted","10199","","Survival Costume Equipment Set","Container item","True","0","170","0","0"
"AddConverted","10313","","Jogress Chip [1 Day] Box","Container item","True","0","170","0","0"
"AddConverted","10500","","Eastern Moon Rabbit
Equipment Set","Container item","True","0","170","0","0"
"AddConverted","10521","","1B Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10522","","10B Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10523","","100B Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10524","","2T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10525","","5T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10526","","6T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10527","","7T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10528","","8T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10529","","9T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10530","","10T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10531","","11T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10532","","12T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10533","","13T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10534","","14T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10535","","15T Gold Bullion","Bit item","True","1","172","0","0"
"AddConverted","10536","","Mysterious Bullion Box","Container item","True","0","170","0","0"
