"ItemId","Name","TypeName","Class","TypeL","TypeS","TypeValue","TypeSection","SkillCode","SocketCount","Overlap","NifFile","ModelNifFile","ModelEffectFile"
"1406","Mystery Attribute Rank B Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1407","Mystery Attribute Rank B Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1408","Mystery Attribute Rank B Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1409","Mystery Attribute Rank B Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1410","Mystery Attribute Rank B LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1411","Mystery Attribute Rank C Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1412","Mystery Attribute Rank C Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1413","Mystery Attribute Rank C Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1414","Mystery Attribute Rank C Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1415","Mystery Attribute Rank C LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1416","Mystery Attribute Rank D Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1417","Mystery Attribute Rank D Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1418","Mystery Attribute Rank D Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1419","Mystery Attribute Rank D Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1420","Mystery Attribute Rank D LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1421","Mystery Attribute Rank E Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1422","Mystery Attribute Rank E Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1423","Mystery Attribute Rank E Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1424","Mystery Attribute Rank E Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1425","Mystery Attribute Rank E LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1426","Mystery Attribute Rank F Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1427","Mystery Attribute Rank F Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1428","Mystery Attribute Rank F Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1429","Mystery Attribute Rank F Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1430","Mystery Attribute Rank F LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1431","Mystery Attribute Rank G Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1432","Mystery Attribute Rank G Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1433","Mystery Attribute Rank G Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1434","Mystery Attribute Rank G Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1435","Mystery Attribute Rank G LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1436","Mystery Attribute Rank H Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1437","Mystery Attribute Rank H Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1438","Mystery Attribute Rank H Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1439","Mystery Attribute Rank H Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1440","Mystery Attribute Rank H LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1441","Mystery Attribute Rank I Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1442","Mystery Attribute Rank I Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1443","Mystery Attribute Rank I Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1444","Mystery Attribute Rank I Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1445","Mystery Attribute Rank I LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1446","Mystery Attribute Rank J Lv1","Container item","2","170","0","0","17000","0","0","999","","",""
"1447","Mystery Attribute Rank J Lv2","Container item","3","170","0","0","17000","0","0","999","","",""
"1448","Mystery Attribute Rank J Lv3","Container item","4","170","0","0","17000","0","0","999","","",""
"1449","Mystery Attribute Rank J Lv4","Container item","5","170","0","0","17000","0","0","999","","",""
"1450","Mystery Attribute Rank J LvMax","Container item","6","170","0","0","17000","0","0","999","","",""
"1451","[HP] Attribute Rank G LvMax [Event]","Attribute Item [Top]","6","122","0","0","12200","1140135","2","1","","socket_ball04",""
"1452","[DS] Attribute Rank G LvMax [Event]","Attribute Item [Fashion]","6","127","0","0","12700","1240142","2","1","","socket_ball04",""
"1453","[AT] Attribute Rank G LvMax [Event]","Attribute Item [Gloves]","6","123","0","0","12300","1340135","2","1","","socket_ball04",""
"1454","[DE] Attribute Rank G LvMax [Event]","Attribute Item [Bottom]","6","124","0","0","12400","1440135","2","1","","socket_ball04",""
"4997","High Digicore Lv.3","Research [Material]","6","92","0","0","9200","0","0","999","","",""
"4998","High Digicore Lv.4","Research [Material]","6","92","0","0","9200","0","0","999","","",""
"4999","High Digicore Lv.5","Research [Material]","6","92","0","0","9200","0","0","999","","",""
"5045","Exchange Tamer [Jeri]","Apply to Tamer","4","163","12","0","16312","0","1","999","","",""
"5046","Exchange Tamer [Ryo]","Apply to Tamer","4","163","13","0","16313","0","1","999","","",""
"5047","Exchange Tamer Item[Takato]","Apply to Tamer","10","163","7","0","16307","0","1","999","","",""
"5048","Exchange Tamer Item[Rika]","Apply to Tamer","10","163","8","0","16308","0","1","999","","",""
"5049","Exchange Tamer Item[Henry]","Apply to Tamer","10","163","9","0","16309","0","1","999","","",""
"5783","Reinforced DigiAura Ver. X [30Days]","Aura","10","31","0","0","3100","2599980","1","1","","",""
"5784","Reinforced DigiAura Ver. X Box [30Days]","Container item","10","170","0","0","17000","0","0","999","","",""
"5785","Reinforced DigiAura Ver. Y [30Days]","Aura","10","31","0","0","3100","2700026","1","1","","",""
"5786","Reinforced DigiAura Ver. Y Box [30Days]","Container item","10","170","0","0","17000","0","0","999","","",""
"5787","Energy Aura [1D]","Aura","10","31","3","0","3103","0","1","1","","",""
"5788","Energy Aura [7D]","Aura","10","31","3","0","3103","0","1","1","","",""
"5789","Energy Aura [15D]","Aura","10","31","3","0","3103","0","1","1","","",""
"5790","Energy Aura [30D]","Aura","10","31","3","0","3103","0","1","1","","",""
"5791","Energy Aura Box [1D]","Container item","10","170","0","0","17000","0","0","999","","",""
"5792","Energy Aura Box [7D]","Container item","10","170","0","0","17000","0","0","999","","",""
"5793","Energy Aura Box [15D]","Container item","10","170","0","0","17000","0","0","999","","",""
"5794","Energy Aura Box [30D]","Container item","10","170","0","0","17000","0","0","999","","",""
"5795","Energy Aura Box [1D][Event]","Container item","10","170","0","0","17000","0","0","999","","",""
"5796","Energy Aura Box [7D][Event]","Container item","10","170","0","0","17000","0","0","999","","",""
"5797","Energy Aura Box [15D][Event]","Container item","10","170","0","0","17000","0","0","999","","",""
"5798","Energy Aura Box [30D][Event]","Container item","10","170","0","0","17000","0","0","999","","",""
"5807","Growth Fruit [Steam]","Digimon [Re-size]","10","89","4","0","8904","0","1","999","","",""
"6101","Digimon Enchantment Package [S]","Container item","10","170","0","0","17000","0","0","999","","",""
"6102","Digimon Enchantment Package [A]","Container item","10","170","0","0","17000","0","0","999","","",""
"6103","Digimon Enchantment Package [B]","Container item","10","170","0","0","17000","0","0","999","","",""
"6104","Digimon Enchantment Package [C]","Container item","10","170","0","0","17000","0","0","999","","",""
"6105","Digimon Enchantment Package [D]","Container item","10","170","0","0","17000","0","0","999","","",""
"6176","Super Growth Fruit","Digimon [Re-size]","5","89","5","0","8905","0","1","999","","",""
"6177","Super Growth Fruit [Event]","Digimon [Re-size]","8","89","5","0","8905","0","1","999","","",""
"6180","Mega DigiClone[S][Event]","Reinforcement [Material]","6","55","36","0","5536","0","1","999","","DIGICLONE_S",""
"6181","Mega DigiClone[A][Event]","Reinforcement [Material]","6","55","37","0","5537","0","1","999","","DIGICLONE_A",""
"6182","Mega DigiClone[B][Event]","Reinforcement [Material]","6","55","38","0","5538","0","1","999","","DIGICLONE_B",""
"6183","Mega DigiClone[C][Event]","Reinforcement [Material]","6","55","39","0","5539","0","1","999","","DIGICLONE_C",""
"6184","Mega DigiClone[D][Event]","Reinforcement [Material]","6","55","40","0","5540","0","1","999","","DIGICLONE_D",""
"6185","Mega DigiClone Cube [Event]","Scan item","10","92","0","0","9200","0","0","999","","",""
"6187","Mega Digiclone
Set Box","Container item","8","170","0","0","17000","0","0","999","","",""
"6188","Special BloomLordmon’s Fruit","Digimon [Re-size]","8","89","6","0","8906","0","1","999","","",""
"6189","Special BloomLordmon’s Fruit [Event]","Digimon [Re-size]","8","89","6","0","8906","0","1","999","","",""
"6190","Primal Fruit","Digimon [Re-size]","8","89","6","0","8906","0","1","999","","",""
"6191","Primal Fruit [Event]","Digimon [Re-size]","8","89","6","0","8906","0","1","999","","",""
"6490","Change Guild Name","Change Guild Name Item","10","141","1","0","14101","0","0","1","","",""
"6491","Change Guild Name [Event]","Change Guild Name Item","10","141","1","0","14101","0","0","1","","",""
"6760","Jogress Peak of evolution","Buff item","5","63","0","0","6300","2700048","0","999","","",""
"6761","Jogress Peak of evolution [Event]","Buff item","5","63","0","0","6300","2700048","0","999","","",""
"6762","Jogress X-Peak of evolution","Buff item","5","63","0","0","6300","2700049","0","999","","",""
"6763","Jogress X-Peak of evolution [Event]","Buff item","5","63","0","0","6300","2700049","0","999","","",""
"6764","Peak of evolution(Jogress)","Buff item","5","63","0","0","6300","2700048","0","999","","",""
"7235","Hackmon DigiEgg","Digiegg [Mercenary]","10","93","0","0","9300","0","0","999","","Gold_egg","digitama_01"
"7236","Reinforced Mercenary DigiEgg-
Hackmon","Scan item","10","92","0","0","9200","0","0","999","","Gold_egg","digitama_01"
"8667","Hackmon DigiEgg-Lv.3[Champion]","Digiegg [Mercenary]","10","93","0","0","9300","0","0","999","","Gold_egg","digitama_01"
"8668","Hackmon DigiEgg-Lv.3[Ultimate]","Digiegg [Mercenary]","10","93","0","0","9300","0","0","999","","Gold_egg","digitama_01"
"8669","Hackmon DigiEgg-Lv.4[Champion]","Digiegg [Mercenary]","10","93","0","0","9300","0","0","999","","Gold_egg","digitama_01"
"8670","Hackmon DigiEgg-Lv.4[Ultimate]","Digiegg [Mercenary]","10","93","0","0","9300","0","0","999","","Gold_egg","digitama_01"
"8671","Hackmon DigiEgg-Lv.5[Champion]","DigiEgg","10","177","0","0","17700","0","0","999","","Gold_egg","digitama_01"
"8985","Mysterious Mercenary
DigiEgg [4~5]","Scan item","10","92","0","0","9200","0","0","999","","Gold_egg","digitama_01"
"10139","Ear of Moon Rabbit","Head","8","21","1","0","2101","2599981","1","1","","",""
"10140","Liver of Moon Rabbit","Fashion","8","27","0","0","2700","2100128","1","1","","",""
"10141","Jeogori of Moon Rabbit","Top","8","22","1","0","2201","2100133","1","1","","",""
"10142","Short Tail of Moon Rabbit","Bottom","8","24","1","0","2401","2100134","1","1","","",""
"10143","Cute Feet of Moon Rabbit","Shoes","8","25","1","0","2501","2100136","1","1","","",""
"10144","Pestle of Moon Rabbit","Gloves","8","23","1","0","2301","2100135","1","1","","",""
"10145","Ear of Moon Rabbit","Container item","10","170","0","0","17000","0","0","999","","",""
"10146","Liver of Moon Rabbit Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10147","Jeogori of Moon Rabbit Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10148","Short Tail of Moon Rabbit Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10149","Cute Feet of Moon Rabbit Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10150","Pestle of Moon Rabbit Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10187","Survival Helmet","Head","5","21","1","0","2101","2599981","1","1","","",""
"10188","Dog Tag","Fashion","5","27","0","0","2700","2100154","1","1","","",""
"10189","Digital Patterned Military Jacket","Top","5","22","1","0","2201","2100133","1","1","","",""
"10190","Digital patterned Military Pants","Bottom","5","24","1","0","2401","2100134","1","1","","",""
"10191","Military Combat Boot","Shoes","5","25","1","0","2501","2100136","1","1","","",""
"10192","Spork","Gloves","5","23","1","0","2301","2100135","1","1","","",""
"10193","Survival Helmet Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10194","Dog Tag Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10195","Digital Patterned Military Jacket Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10196","Digital patterned Military Pants Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10197","Military Combat Boot Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10198","Spork Box","Container item","10","170","0","0","17000","0","0","999","","",""
"10199","Survival Costume Equipment Set","Container item","10","170","0","0","17000","0","0","999","","",""
"10313","Jogress Chip [1 Day] Box","Container item","8","170","0","0","17000","0","0","999","","",""
"10500","Eastern Moon Rabbit
Equipment Set","Container item","10","170","0","0","17000","0","0","999","","",""
"10521","1B Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10522","10B Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10523","100B Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10524","2T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10525","5T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10526","6T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10527","7T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10528","8T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10529","9T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10530","10T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10531","11T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10532","12T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10533","13T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10534","14T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10535","15T Gold Bullion","Bit item","8","172","0","0","17200","0","1","999","","",""
"10536","Mysterious Bullion Box","Container item","8","170","0","0","17000","0","0","999","","",""
"10537","Mysterious Bullion Box","Container item","8","170","0","0","17000","0","0","999","","",""
"10538","Mysterious Bullion Box","Container item","8","170","0","0","17000","0","0","999","","",""
"10900","S.C Recovery Chip - HP","Recovery item","10","61","0","0","6100","1820063","1","3000","","",""
"10901","S.C Recovery Chip - DS","Recovery item","10","61","0","0","6100","1820064","1","3000","","",""
"15101","Adventure Goggles [HT/AT]","Hat accessory","1","36","0","0","3600","2100408","1","1","","",""
"15102","Adventure Goggles Lv 1 [HT/AT]","Hat accessory","1","36","0","0","3600","2100409","1","1","","",""
"15103","Adventure Goggles Lv 2 [HT/AT]","Hat accessory","2","36","0","0","3600","2100410","1","1","","",""
"15104","Adventure Goggles Lv 3 [HT/AT]","Hat accessory","2","36","0","0","3600","2100411","1","1","","",""
"15105","Adventure Goggles Lv 4 [HT/AT]","Hat accessory","2","36","0","0","3600","2100412","1","1","","",""
"15106","Adventure Goggles Lv 5 [HT/AT]","Hat accessory","2","36","0","0","3600","2100413","1","1","","",""
"15107","Adventure Goggles Lv 6 [HT/AT]","Hat accessory","3","36","0","0","3600","2100414","1","1","","",""
"15108","Adventure Goggles Lv 7 [HT/AT]","Hat accessory","3","36","0","0","3600","2100415","1","1","","",""
"15109","Adventure Goggles Lv 8 [HT/AT]","Hat accessory","3","36","0","0","3600","2100416","1","1","","",""
"15110","Adventure Goggles Lv 9 [HT/AT]","Hat accessory","3","36","0","0","3600","2100417","1","1","","",""
"15111","Adventure Goggles Lv 10 
 [HT/AT]","Hat accessory","4","36","0","0","3600","2100418","1","1","","",""
"15112","Adventure Goggles Lv 11 
 [HT/AT]","Hat accessory","4","36","0","0","3600","2100419","1","1","","",""
"15113","Adventure Goggles Lv 12 
 [HT/AT]","Hat accessory","4","36","0","0","3600","2100420","1","1","","",""
"15114","Adventure Goggles Lv 13 
 [HT/AT]","Hat accessory","5","36","0","0","3600","2100421","1","1","","",""
"15115","Adventure Goggles Lv 14 
 [HT/AT]","Hat accessory","5","36","0","0","3600","2100422","1","1","","",""
"15116","Adventure Goggles Lv 15 
 [HT/AT]","Hat accessory","5","36","0","0","3600","2100423","1","1","","",""
"15117","Complete Adventure Goggles 
 [HT/AT]","Hat accessory","6","36","0","0","3600","2100424","1","1","","",""
"15118","Adventure Goggles [HT/HT]","Hat accessory","1","36","0","0","3600","2100425","1","1","","",""
"15119","Adventure Goggles Lv 1 [HT/HT]","Hat accessory","1","36","0","0","3600","2100426","1","1","","",""
"15120","Adventure Goggles Lv 2 [HT/HT]","Hat accessory","2","36","0","0","3600","2100427","1","1","","",""
"15121","Adventure Goggles Lv 3 [HT/HT]","Hat accessory","2","36","0","0","3600","2100428","1","1","","",""
"15122","Adventure Goggles Lv 4 [HT/HT]","Hat accessory","2","36","0","0","3600","2100429","1","1","","",""
"15123","Adventure Goggles Lv 5 [HT/HT]","Hat accessory","2","36","0","0","3600","2100430","1","1","","",""
"15124","Adventure Goggles Lv 6 [HT/HT]","Hat accessory","3","36","0","0","3600","2100431","1","1","","",""
"15125","Adventure Goggles Lv 7 [HT/HT]","Hat accessory","3","36","0","0","3600","2100432","1","1","","",""
"15126","Adventure Goggles Lv 8 [HT/HT]","Hat accessory","3","36","0","0","3600","2100433","1","1","","",""
"15127","Adventure Goggles Lv 9 [HT/HT]","Hat accessory","3","36","0","0","3600","2100434","1","1","","",""
"15128","Adventure Goggles Lv 10 
 [HT/HT]","Hat accessory","4","36","0","0","3600","2100435","1","1","","",""
"15129","Adventure Goggles Lv 11 
 [HT/HT]","Hat accessory","4","36","0","0","3600","2100436","1","1","","",""
"15130","Adventure Goggles Lv 12 
 [HT/HT]","Hat accessory","4","36","0","0","3600","2100437","1","1","","",""
"15131","Adventure Goggles Lv 13 
 [HT/HT]","Hat accessory","5","36","0","0","3600","2100438","1","1","","",""
"15132","Adventure Goggles Lv 14 
 [HT/HT]","Hat accessory","5","36","0","0","3600","2100439","1","1","","",""
"15133","Adventure Goggles Lv 15 
 [HT/HT]","Hat accessory","5","36","0","0","3600","2100440","1","1","","",""
"15134","Complete Adventure Goggles 
 [HT/HT]","Hat accessory","6","36","0","0","3600","2100441","1","1","","",""
"15135","Adventure Goggles [HT/EV]","Hat accessory","1","36","0","0","3600","2100442","1","1","","",""
"15136","Adventure Goggles Lv 1 [HT/EV]","Hat accessory","1","36","0","0","3600","2100443","1","1","","",""
"15137","Adventure Goggles Lv 2 [HT/EV]","Hat accessory","2","36","0","0","3600","2100444","1","1","","",""
"15138","Adventure Goggles Lv 3 [HT/EV]","Hat accessory","2","36","0","0","3600","2100445","1","1","","",""
"15139","Adventure Goggles Lv 4 [HT/EV]","Hat accessory","2","36","0","0","3600","2100446","1","1","","",""
"15140","Adventure Goggles Lv 5 [HT/EV]","Hat accessory","2","36","0","0","3600","2100447","1","1","","",""
"15141","Adventure Goggles Lv 6 [HT/EV]","Hat accessory","3","36","0","0","3600","2100448","1","1","","",""
"15142","Adventure Goggles Lv 7 [HT/EV]","Hat accessory","3","36","0","0","3600","2100449","1","1","","",""
"15143","Adventure Goggles Lv 8 [HT/EV]","Hat accessory","3","36","0","0","3600","2100450","1","1","","",""
"15144","Adventure Goggles Lv 9 [HT/EV]","Hat accessory","3","36","0","0","3600","2100451","1","1","","",""
"15145","Adventure Goggles Lv 10 
 [HT/EV]","Hat accessory","4","36","0","0","3600","2100452","1","1","","",""
"15146","Adventure Goggles Lv 11 
 [HT/EV]","Hat accessory","4","36","0","0","3600","2100453","1","1","","",""
"15147","Adventure Goggles Lv 12 
 [HT/EV]","Hat accessory","4","36","0","0","3600","2100454","1","1","","",""
"15148","Adventure Goggles Lv 13 
 [HT/EV]","Hat accessory","5","36","0","0","3600","2100455","1","1","","",""
"15149","Adventure Goggles Lv 14 
 [HT/EV]","Hat accessory","5","36","0","0","3600","2100456","1","1","","",""
"15150","Adventure Goggles Lv 15 
 [HT/EV]","Hat accessory","5","36","0","0","3600","2100457","1","1","","",""
"15151","Complete Adventure Goggles 
 [HT/EV]","Hat accessory","6","36","0","0","3600","2100458","1","1","","",""
"15152","Adventure Goggles [HT/CT]","Hat accessory","1","36","0","0","3600","2100459","1","1","","",""
"15153","Adventure Goggles Lv 1 [HT/CT]","Hat accessory","1","36","0","0","3600","2100460","1","1","","",""
"15154","Adventure Goggles Lv 2 [HT/CT]","Hat accessory","2","36","0","0","3600","2100461","1","1","","",""
"15155","Adventure Goggles Lv 3 [HT/CT]","Hat accessory","2","36","0","0","3600","2100462","1","1","","",""
"15156","Adventure Goggles Lv 4 [HT/CT]","Hat accessory","2","36","0","0","3600","2100463","1","1","","",""
"15157","Adventure Goggles Lv 5 [HT/CT]","Hat accessory","2","36","0","0","3600","2100464","1","1","","",""
"15158","Adventure Goggles Lv 6 [HT/CT]","Hat accessory","3","36","0","0","3600","2100465","1","1","","",""
"15159","Adventure Goggles Lv 7 [HT/CT]","Hat accessory","3","36","0","0","3600","2100466","1","1","","",""
"15160","Adventure Goggles Lv 8 [HT/CT]","Hat accessory","3","36","0","0","3600","2100467","1","1","","",""
"15161","Adventure Goggles Lv 9 [HT/CT]","Hat accessory","3","36","0","0","3600","2100468","1","1","","",""
"15162","Adventure Goggles Lv 10 
 [HT/CT]","Hat accessory","4","36","0","0","3600","2100469","1","1","","",""
"15163","Adventure Goggles Lv 11 
 [HT/CT]","Hat accessory","4","36","0","0","3600","2100470","1","1","","",""
"15164","Adventure Goggles Lv 12 
 [HT/CT]","Hat accessory","4","36","0","0","3600","2100471","1","1","","",""
"15165","Adventure Goggles Lv 13 
 [HT/CT]","Hat accessory","5","36","0","0","3600","2100472","1","1","","",""
"15166","Adventure Goggles Lv 14 
 [HT/CT]","Hat accessory","5","36","0","0","3600","2100473","1","1","","",""
"15167","Adventure Goggles Lv 15 
 [HT/CT]","Hat accessory","5","36","0","0","3600","2100474","1","1","","",""
"15168","Complete Adventure Goggles 
 [HT/CT]","Hat accessory","6","36","0","0","3600","2100475","1","1","","",""
"15169","Adventure Goggles [HT/HP]","Hat accessory","1","36","0","0","3600","2100476","1","1","","",""
"15170","Adventure Goggles Lv 1 [HT/HP]","Hat accessory","1","36","0","0","3600","2100477","1","1","","",""
"15171","Adventure Goggles Lv 2 [HT/HP]","Hat accessory","2","36","0","0","3600","2100478","1","1","","",""
"15172","Adventure Goggles Lv 3 [HT/HP]","Hat accessory","2","36","0","0","3600","2100479","1","1","","",""
"15173","Adventure Goggles Lv 4 [HT/HP]","Hat accessory","2","36","0","0","3600","2100480","1","1","","",""
"15174","Adventure Goggles Lv 5 [HT/HP]","Hat accessory","2","36","0","0","3600","2100481","1","1","","",""
"15175","Adventure Goggles Lv 6 [HT/HP]","Hat accessory","3","36","0","0","3600","2100482","1","1","","",""
"15176","Adventure Goggles Lv 7 [HT/HP]","Hat accessory","3","36","0","0","3600","2100483","1","1","","",""
"15177","Adventure Goggles Lv 8 [HT/HP]","Hat accessory","3","36","0","0","3600","2100484","1","1","","",""
"15178","Adventure Goggles Lv 9 [HT/HP]","Hat accessory","3","36","0","0","3600","2100485","1","1","","",""
"15179","Adventure Goggles Lv 10 
 [HT/HP]","Hat accessory","4","36","0","0","3600","2100486","1","1","","",""
"15180","Adventure Goggles Lv 11 
 [HT/HP]","Hat accessory","4","36","0","0","3600","2100487","1","1","","",""
"15181","Adventure Goggles Lv 12 
 [HT/HP]","Hat accessory","4","36","0","0","3600","2100488","1","1","","",""
"15182","Adventure Goggles Lv 13 
 [HT/HP]","Hat accessory","5","36","0","0","3600","2100489","1","1","","",""
"15183","Adventure Goggles Lv 14 
 [HT/HP]","Hat accessory","5","36","0","0","3600","2100490","1","1","","",""
"15184","Adventure Goggles Lv 15 
 [HT/HP]","Hat accessory","5","36","0","0","3600","2100491","1","1","","",""
"15185","Complete Adventure Goggles 
 [HT/HP]","Hat accessory","6","36","0","0","3600","2100492","1","1","","",""
"15186","Adventure Goggles [EV/HT]","Hat accessory","1","36","0","0","3600","2100493","1","1","","",""
"15187","Adventure Goggles Lv 1 [EV/HT]","Hat accessory","1","36","0","0","3600","2100494","1","1","","",""
"15188","Adventure Goggles Lv 2 [EV/HT]","Hat accessory","2","36","0","0","3600","2100495","1","1","","",""
"15189","Adventure Goggles Lv 3 [EV/HT]","Hat accessory","2","36","0","0","3600","2100496","1","1","","",""
"15190","Adventure Goggles Lv 4 [EV/HT]","Hat accessory","2","36","0","0","3600","2100497","1","1","","",""
"15191","Adventure Goggles Lv 5 [EV/HT]","Hat accessory","2","36","0","0","3600","2100498","1","1","","",""
"15192","Adventure Goggles Lv 6 [EV/HT]","Hat accessory","3","36","0","0","3600","2100499","1","1","","",""
"15193","Adventure Goggles Lv 7 [EV/HT]","Hat accessory","3","36","0","0","3600","2100500","1","1","","",""
"15194","Adventure Goggles Lv 8 [EV/HT]","Hat accessory","3","36","0","0","3600","2100501","1","1","","",""
"15195","Adventure Goggles Lv 9 [EV/HT]","Hat accessory","3","36","0","0","3600","2100502","1","1","","",""
"15196","Adventure Goggles Lv 10 
 [EV/HT]","Hat accessory","4","36","0","0","3600","2100503","1","1","","",""
"15197","Adventure Goggles Lv 11 
 [EV/HT]","Hat accessory","4","36","0","0","3600","2100504","1","1","","",""
"15198","Adventure Goggles Lv 12 
 [EV/HT]","Hat accessory","4","36","0","0","3600","2100505","1","1","","",""
