Id,SealId,RequiredAmount,SequentialId,ASValue,ARValue,ATValue,BLValue,CTValue,DEValue,DSValue,EVValue,HPValue,HTValue,MSValue,WSValue
11693,130006,1,7,0,0,0,0,0,0,0,0,15,0,0,0
11694,130006,50,7,0,0,0,0,0,0,0,0,30,0,0,0
11695,130006,200,7,0,0,0,0,0,0,0,0,60,0,0,0
11696,130006,500,7,0,0,0,0,0,0,0,0,90,0,0,0
11697,130006,1000,7,0,0,0,0,0,0,0,0,120,0,0,0
11698,130006,3000,7,0,0,0,0,0,0,0,0,150,0,0,0
11699,130007,1,8,0,0,0,0,0,0,0,0,20,0,0,0
11700,130007,50,8,0,0,0,0,0,0,0,0,40,0,0,0
11701,130007,200,8,0,0,0,0,0,0,0,0,80,0,0,0
11702,130007,500,8,0,0,0,0,0,0,0,0,120,0,0,0
11703,130007,1000,8,0,0,0,0,0,0,0,0,160,0,0,0
11704,130007,3000,8,0,0,0,0,0,0,0,0,200,0,0,0
11705,130008,1,9,0,0,0,0,0,0,20,0,0,0,0,0
11706,130008,50,9,0,0,0,0,0,0,40,0,0,0,0,0
11707,130008,200,9,0,0,0,0,0,0,80,0,0,0,0,0
11708,130008,500,9,0,0,0,0,0,0,120,0,0,0,0,0
11709,130008,1000,9,0,0,0,0,0,0,160,0,0,0,0,0
11710,130008,3000,9,0,0,0,0,0,0,200,0,0,0,0,0
11711,130009,1,10,0,0,0,0,0,0,0,0,0,10,0,0
11712,130009,50,10,0,0,0,0,0,0,0,0,0,20,0,0
11713,130009,200,10,0,0,0,0,0,0,0,0,0,40,0,0
11714,130009,500,10,0,0,0,0,0,0,0,0,0,60,0,0
11715,130009,1000,10,0,0,0,0,0,0,0,0,0,80,0,0
11716,130009,3000,10,0,0,0,0,0,0,0,0,0,100,0,0
11717,130010,1,11,0,0,0,2000,0,0,0,0,0,0,0,0
11718,130010,50,11,0,0,0,4000,0,0,0,0,0,0,0,0
11719,130010,200,11,0,0,0,8000,0,0,0,0,0,0,0,0
11720,130010,500,11,0,0,0,12000,0,0,0,0,0,0,0,0
11721,130010,1000,11,0,0,0,16000,0,0,0,0,0,0,0,0
11722,130010,3000,11,0,0,0,20000,0,0,0,0,0,0,0,0
11723,130011,1,12,0,0,0,0,1500,0,0,0,0,0,0,0
11724,130011,50,12,0,0,0,0,3000,0,0,0,0,0,0,0
11725,130011,200,12,0,0,0,0,6000,0,0,0,0,0,0,0
11726,130011,500,12,0,0,0,0,9000,0,0,0,0,0,0,0
11727,130011,1000,12,0,0,0,0,12000,0,0,0,0,0,0,0
11728,130011,3000,12,0,0,0,0,15000,0,0,0,0,0,0,0
11729,130012,1,13,0,0,0,0,0,0,0,1000,0,0,0,0
11730,130012,50,13,0,0,0,0,0,0,0,2000,0,0,0,0
11731,130012,200,13,0,0,0,0,0,0,0,4000,0,0,0,0
11732,130012,500,13,0,0,0,0,0,0,0,6000,0,0,0,0
11733,130012,1000,13,0,0,0,0,0,0,0,8000,0,0,0,0
11734,130012,3000,13,0,0,0,0,0,0,0,10000,0,0,0,0
11735,130013,1,14,0,0,0,0,0,0,30,0,0,0,0,0
11736,130013,50,14,0,0,0,0,0,0,60,0,0,0,0,0
11737,130013,200,14,0,0,0,0,0,0,120,0,0,0,0,0
11738,130013,500,14,0,0,0,0,0,0,180,0,0,0,0,0
11739,130013,1000,14,0,0,0,0,0,0,240,0,0,0,0,0
11740,130013,3000,14,0,0,0,0,0,0,300,0,0,0,0,0
11741,130014,1,15,0,0,0,0,0,0,0,0,0,20,0,0
11742,130014,50,15,0,0,0,0,0,0,0,0,0,40,0,0
11743,130014,200,15,0,0,0,0,0,0,0,0,0,80,0,0
11744,130014,500,15,0,0,0,0,0,0,0,0,0,120,0,0
11745,130014,1000,15,0,0,0,0,0,0,0,0,0,160,0,0
11746,130014,3000,15,0,0,0,0,0,0,0,0,0,200,0,0
11747,130015,1,16,0,0,0,1000,0,0,0,0,0,0,0,0
11748,130015,50,16,0,0,0,2000,0,0,0,0,0,0,0,0
11749,130015,200,16,0,0,0,4000,0,0,0,0,0,0,0,0
11750,130015,500,16,0,0,0,6000,0,0,0,0,0,0,0,0
11751,130015,1000,16,0,0,0,8000,0,0,0,0,0,0,0,0
11752,130015,3000,16,0,0,0,10000,0,0,0,0,0,0,0,0
11753,130016,1,17,0,0,15,0,0,0,0,0,0,0,0,0
11754,130016,50,17,0,0,30,0,0,0,0,0,0,0,0,0
11755,130016,200,17,0,0,60,0,0,0,0,0,0,0,0,0
11756,130016,500,17,0,0,90,0,0,0,0,0,0,0,0,0
11757,130016,1000,17,0,0,120,0,0,0,0,0,0,0,0,0
11758,130016,3000,17,0,0,150,0,0,0,0,0,0,0,0,0
11759,130017,1,18,0,0,25,0,0,0,0,0,0,0,0,0
11760,130017,50,18,0,0,50,0,0,0,0,0,0,0,0,0
11761,130017,200,18,0,0,100,0,0,0,0,0,0,0,0,0
11762,130017,500,18,0,0,150,0,0,0,0,0,0,0,0,0
11763,130017,1000,18,0,0,200,0,0,0,0,0,0,0,0,0
11764,130017,3000,18,0,0,250,0,0,0,0,0,0,0,0,0
11765,130018,1,19,0,0,30,0,0,0,0,0,0,0,0,0
11766,130018,50,19,0,0,60,0,0,0,0,0,0,0,0,0
11767,130018,200,19,0,0,120,0,0,0,0,0,0,0,0,0
11768,130018,500,19,0,0,180,0,0,0,0,0,0,0,0,0
11769,130018,1000,19,0,0,240,0,0,0,0,0,0,0,0,0
11770,130018,3000,19,0,0,300,0,0,0,0,0,0,0,0,0
11771,130019,1,20,0,0,30,0,0,0,0,0,0,0,0,0
11772,130019,50,20,0,0,60,0,0,0,0,0,0,0,0,0
11773,130019,200,20,0,0,120,0,0,0,0,0,0,0,0,0
11774,130019,500,20,0,0,180,0,0,0,0,0,0,0,0,0
11775,130019,1000,20,0,0,240,0,0,0,0,0,0,0,0,0
11776,130019,3000,20,0,0,300,0,0,0,0,0,0,0,0,0
11777,130020,1,21,0,0,0,0,0,0,0,0,50,0,0,0
11778,130020,50,21,0,0,0,0,0,0,0,0,100,0,0,0
11779,130020,200,21,0,0,0,0,0,0,0,0,200,0,0,0
11780,130020,500,21,0,0,0,0,0,0,0,0,300,0,0,0
11781,130020,1000,21,0,0,0,0,0,0,0,0,400,0,0,0
11782,130020,3000,21,0,0,0,0,0,0,0,0,500,0,0,0
11783,130021,1,22,0,0,0,0,0,0,60,0,0,0,0,0
11784,130021,50,22,0,0,0,0,0,0,120,0,0,0,0,0
11785,130021,200,22,0,0,0,0,0,0,240,0,0,0,0,0
11786,130021,500,22,0,0,0,0,0,0,360,0,0,0,0,0
11787,130021,1000,22,0,0,0,0,0,0,480,0,0,0,0,0
11788,130021,3000,22,0,0,0,0,0,0,600,0,0,0,0,0
11789,130022,1,23,0,0,0,0,0,0,0,0,15,0,0,0
11790,130022,50,23,0,0,0,0,0,0,0,0,30,0,0,0
11791,130022,200,23,0,0,0,0,0,0,0,0,60,0,0,0
11792,130022,500,23,0,0,0,0,0,0,0,0,90,0,0,0
11793,130022,1000,23,0,0,0,0,0,0,0,0,120,0,0,0
11794,130022,3000,23,0,0,0,0,0,0,0,0,150,0,0,0
11795,130023,1,24,0,0,0,0,0,0,10,0,0,0,0,0
11796,130023,50,24,0,0,0,0,0,0,20,0,0,0,0,0
11797,130023,200,24,0,0,0,0,0,0,40,0,0,0,0,0
11798,130023,500,24,0,0,0,0,0,0,60,0,0,0,0,0
11799,130023,1000,24,0,0,0,0,0,0,80,0,0,0,0,0
11800,130023,3000,24,0,0,0,0,0,0,100,0,0,0,0,0
11801,130024,1,25,0,0,0,0,0,8,0,0,0,0,0,0
11802,130024,50,25,0,0,0,0,0,16,0,0,0,0,0,0
11803,130024,200,25,0,0,0,0,0,32,0,0,0,0,0,0
11804,130024,500,25,0,0,0,0,0,48,0,0,0,0,0,0
11805,130024,1000,25,0,0,0,0,0,64,0,0,0,0,0,0
11806,130024,3000,25,0,0,0,0,0,80,0,0,0,0,0,0
11807,130025,1,26,0,0,0,0,1000,0,0,0,0,0,0,0
11808,130025,50,26,0,0,0,0,2000,0,0,0,0,0,0,0
11809,130025,200,26,0,0,0,0,4000,0,0,0,0,0,0,0
11810,130025,500,26,0,0,0,0,6000,0,0,0,0,0,0,0
11811,130025,1000,26,0,0,0,0,8000,0,0,0,0,0,0,0
11812,130025,3000,26,0,0,0,0,10000,0,0,0,0,0,0,0
11813,130026,1,27,0,0,10,0,0,0,0,0,0,0,0,0
11814,130026,50,27,0,0,20,0,0,0,0,0,0,0,0,0
11815,130026,200,27,0,0,40,0,0,0,0,0,0,0,0,0
11816,130026,500,27,0,0,60,0,0,0,0,0,0,0,0,0
11817,130026,1000,27,0,0,80,0,0,0,0,0,0,0,0,0
11818,130026,3000,27,0,0,100,0,0,0,0,0,0,0,0,0
11819,130027,1,28,0,0,0,0,0,10,0,0,0,0,0,0
11820,130027,50,28,0,0,0,0,0,20,0,0,0,0,0,0
11821,130027,200,28,0,0,0,0,0,40,0,0,0,0,0,0
11822,130027,500,28,0,0,0,0,0,60,0,0,0,0,0,0
11823,130027,1000,28,0,0,0,0,0,80,0,0,0,0,0,0
11824,130027,3000,28,0,0,0,0,0,100,0,0,0,0,0,0
11825,130028,1,29,0,0,0,0,0,0,0,0,15,0,0,0
11826,130028,50,29,0,0,0,0,0,0,0,0,30,0,0,0
11827,130028,200,29,0,0,0,0,0,0,0,0,60,0,0,0
11828,130028,500,29,0,0,0,0,0,0,0,0,90,0,0,0
11829,130028,1000,29,0,0,0,0,0,0,0,0,120,0,0,0
11830,130028,3000,29,0,0,0,0,0,0,0,0,150,0,0,0
11831,130029,1,30,0,0,0,0,0,0,20,0,0,0,0,0
11832,130029,50,30,0,0,0,0,0,0,40,0,0,0,0,0
11833,130029,200,30,0,0,0,0,0,0,80,0,0,0,0,0
11834,130029,500,30,0,0,0,0,0,0,120,0,0,0,0,0
11835,130029,1000,30,0,0,0,0,0,0,160,0,0,0,0,0
11836,130029,3000,30,0,0,0,0,0,0,200,0,0,0,0,0
11837,130030,1,31,0,0,0,0,0,0,0,0,0,10,0,0
11838,130030,50,31,0,0,0,0,0,0,0,0,0,20,0,0
11839,130030,200,31,0,0,0,0,0,0,0,0,0,40,0,0
11840,130030,500,31,0,0,0,0,0,0,0,0,0,60,0,0
11841,130030,1000,31,0,0,0,0,0,0,0,0,0,80,0,0
11842,130030,3000,31,0,0,0,0,0,0,0,0,0,100,0,0
11843,130031,1,32,0,0,0,0,1500,0,0,0,0,0,0,0
11844,130031,50,32,0,0,0,0,3000,0,0,0,0,0,0,0
11845,130031,200,32,0,0,0,0,6000,0,0,0,0,0,0,0
11846,130031,500,32,0,0,0,0,9000,0,0,0,0,0,0,0
11847,130031,1000,32,0,0,0,0,12000,0,0,0,0,0,0,0
11848,130031,3000,32,0,0,0,0,15000,0,0,0,0,0,0,0
11849,130032,1,33,0,0,0,0,0,0,0,1000,0,0,0,0
11850,130032,50,33,0,0,0,0,0,0,0,2000,0,0,0,0
11851,130032,200,33,0,0,0,0,0,0,0,4000,0,0,0,0
11852,130032,500,33,0,0,0,0,0,0,0,6000,0,0,0,0
11853,130032,1000,33,0,0,0,0,0,0,0,8000,0,0,0,0
11854,130032,3000,33,0,0,0,0,0,0,0,10000,0,0,0,0
11855,130033,1,34,0,0,0,1000,0,0,0,0,0,0,0,0
11856,130033,50,34,0,0,0,2000,0,0,0,0,0,0,0,0
11857,130033,200,34,0,0,0,4000,0,0,0,0,0,0,0,0
11858,130033,500,34,0,0,0,6000,0,0,0,0,0,0,0,0
11859,130033,1000,34,0,0,0,8000,0,0,0,0,0,0,0,0
11860,130033,3000,34,0,0,0,10000,0,0,0,0,0,0,0,0
11861,130034,1,35,0,0,15,0,0,0,0,0,0,0,0,0
11862,130034,50,35,0,0,30,0,0,0,0,0,0,0,0,0
11863,130034,200,35,0,0,60,0,0,0,0,0,0,0,0,0
11864,130034,500,35,0,0,90,0,0,0,0,0,0,0,0,0
11865,130034,1000,35,0,0,120,0,0,0,0,0,0,0,0,0
11866,130034,3000,35,0,0,150,0,0,0,0,0,0,0,0,0
11867,130035,1,36,0,0,0,0,0,10,0,0,0,0,0,0
11868,130035,50,36,0,0,0,0,0,20,0,0,0,0,0,0
11869,130035,200,36,0,0,0,0,0,40,0,0,0,0,0,0
11870,130035,500,36,0,0,0,0,0,60,0,0,0,0,0,0
11871,130035,1000,36,0,0,0,0,0,80,0,0,0,0,0,0
11872,130035,3000,36,0,0,0,0,0,100,0,0,0,0,0,0
11873,130036,1,37,0,0,0,0,0,0,0,0,15,0,0,0
11874,130036,50,37,0,0,0,0,0,0,0,0,30,0,0,0
11875,130036,200,37,0,0,0,0,0,0,0,0,60,0,0,0
11876,130036,500,37,0,0,0,0,0,0,0,0,90,0,0,0
11877,130036,1000,37,0,0,0,0,0,0,0,0,120,0,0,0
11878,130036,3000,37,0,0,0,0,0,0,0,0,150,0,0,0
11879,130037,1,38,0,0,0,0,2000,0,0,0,0,0,0,0
11880,130037,50,38,0,0,0,0,4000,0,0,0,0,0,0,0
11881,130037,200,38,0,0,0,0,8000,0,0,0,0,0,0,0
11882,130037,500,38,0,0,0,0,12000,0,0,0,0,0,0,0
11883,130037,1000,38,0,0,0,0,16000,0,0,0,0,0,0,0
11884,130037,3000,38,0,0,0,0,20000,0,0,0,0,0,0,0
11885,130038,1,39,0,0,0,0,0,0,0,2000,0,0,0,0
11886,130038,50,39,0,0,0,0,0,0,0,4000,0,0,0,0
11887,130038,200,39,0,0,0,0,0,0,0,8000,0,0,0,0
11888,130038,500,39,0,0,0,0,0,0,0,12000,0,0,0,0
11889,130038,1000,39,0,0,0,0,0,0,0,16000,0,0,0,0
11890,130038,3000,39,0,0,0,0,0,0,0,20000,0,0,0,0
11891,130039,1,40,0,0,0,1500,0,0,0,0,0,0,0,0
11892,130039,50,40,0,0,0,3000,0,0,0,0,0,0,0,0
11893,130039,200,40,0,0,0,6000,0,0,0,0,0,0,0,0
11894,130039,500,40,0,0,0,9000,0,0,0,0,0,0,0,0
11895,130039,1000,40,0,0,0,12000,0,0,0,0,0,0,0,0
11896,130039,3000,40,0,0,0,15000,0,0,0,0,0,0,0,0
11897,130040,1,41,0,0,20,0,0,0,0,0,0,0,0,0
11898,130040,50,41,0,0,40,0,0,0,0,0,0,0,0,0
11899,130040,200,41,0,0,80,0,0,0,0,0,0,0,0,0
11900,130040,500,41,0,0,120,0,0,0,0,0,0,0,0,0
11901,130040,1000,41,0,0,160,0,0,0,0,0,0,0,0,0
11902,130040,3000,41,0,0,200,0,0,0,0,0,0,0,0,0
11903,130041,1,42,0,0,0,0,0,15,0,0,0,0,0,0
11904,130041,50,42,0,0,0,0,0,30,0,0,0,0,0,0
11905,130041,200,42,0,0,0,0,0,60,0,0,0,0,0,0
11906,130041,500,42,0,0,0,0,0,90,0,0,0,0,0,0
11907,130041,1000,42,0,0,0,0,0,120,0,0,0,0,0,0
11908,130041,3000,42,0,0,0,0,0,150,0,0,0,0,0,0
11909,130042,1,43,0,0,0,0,0,0,0,0,20,0,0,0
11910,130042,50,43,0,0,0,0,0,0,0,0,40,0,0,0
11911,130042,200,43,0,0,0,0,0,0,0,0,80,0,0,0
11912,130042,500,43,0,0,0,0,0,0,0,0,120,0,0,0
11913,130042,1000,43,0,0,0,0,0,0,0,0,160,0,0,0
11914,130042,3000,43,0,0,0,0,0,0,0,0,200,0,0,0
11915,130043,1,44,0,0,0,0,0,0,30,0,0,0,0,0
11916,130043,50,44,0,0,0,0,0,0,60,0,0,0,0,0
11917,130043,200,44,0,0,0,0,0,0,120,0,0,0,0,0
11918,130043,500,44,0,0,0,0,0,0,180,0,0,0,0,0
11919,130043,1000,44,0,0,0,0,0,0,240,0,0,0,0,0
11920,130043,3000,44,0,0,0,0,0,0,300,0,0,0,0,0
11921,130044,1,45,0,0,0,0,0,0,0,0,0,20,0,0
11922,130044,50,45,0,0,0,0,0,0,0,0,0,40,0,0
11923,130044,200,45,0,0,0,0,0,0,0,0,0,80,0,0
11924,130044,500,45,0,0,0,0,0,0,0,0,0,120,0,0
11925,130044,1000,45,0,0,0,0,0,0,0,0,0,160,0,0
11926,130044,3000,45,0,0,0,0,0,0,0,0,0,200,0,0
11927,130045,1,46,0,0,0,0,2000,0,0,0,0,0,0,0
11928,130045,50,46,0,0,0,0,4000,0,0,0,0,0,0,0
11929,130045,200,46,0,0,0,0,8000,0,0,0,0,0,0,0
11930,130045,500,46,0,0,0,0,12000,0,0,0,0,0,0,0
11931,130045,1000,46,0,0,0,0,16000,0,0,0,0,0,0,0
11932,130045,3000,46,0,0,0,0,20000,0,0,0,0,0,0,0
11933,130046,1,47,0,0,0,0,0,0,0,2000,0,0,0,0
11934,130046,50,47,0,0,0,0,0,0,0,4000,0,0,0,0
11935,130046,200,47,0,0,0,0,0,0,0,8000,0,0,0,0
11936,130046,500,47,0,0,0,0,0,0,0,12000,0,0,0,0
11937,130046,1000,47,0,0,0,0,0,0,0,16000,0,0,0,0
11938,130046,3000,47,0,0,0,0,0,0,0,20000,0,0,0,0
11939,130047,1,48,0,0,0,1500,0,0,0,0,0,0,0,0
11940,130047,50,48,0,0,0,3000,0,0,0,0,0,0,0,0
11941,130047,200,48,0,0,0,6000,0,0,0,0,0,0,0,0
11942,130047,500,48,0,0,0,9000,0,0,0,0,0,0,0,0
11943,130047,1000,48,0,0,0,12000,0,0,0,0,0,0,0,0
11944,130047,3000,48,0,0,0,15000,0,0,0,0,0,0,0,0
11945,130048,1,49,0,0,20,0,0,0,0,0,0,0,0,0
11946,130048,50,49,0,0,40,0,0,0,0,0,0,0,0,0
11947,130048,200,49,0,0,80,0,0,0,0,0,0,0,0,0
11948,130048,500,49,0,0,120,0,0,0,0,0,0,0,0,0
11949,130048,1000,49,0,0,160,0,0,0,0,0,0,0,0,0
11950,130048,3000,49,0,0,200,0,0,0,0,0,0,0,0,0
11951,130049,1,50,0,0,0,0,0,15,0,0,0,0,0,0
11952,130049,50,50,0,0,0,0,0,30,0,0,0,0,0,0
11953,130049,200,50,0,0,0,0,0,60,0,0,0,0,0,0
11954,130049,500,50,0,0,0,0,0,90,0,0,0,0,0,0
11955,130049,1000,50,0,0,0,0,0,120,0,0,0,0,0,0
11956,130049,3000,50,0,0,0,0,0,150,0,0,0,0,0,0
11957,130050,1,51,0,0,0,0,0,0,0,0,20,0,0,0
11958,130050,50,51,0,0,0,0,0,0,0,0,40,0,0,0
11959,130050,200,51,0,0,0,0,0,0,0,0,80,0,0,0
11960,130050,500,51,0,0,0,0,0,0,0,0,120,0,0,0
11961,130050,1000,51,0,0,0,0,0,0,0,0,160,0,0,0
11962,130050,3000,51,0,0,0,0,0,0,0,0,200,0,0,0
11963,130051,1,52,0,0,0,0,0,20,0,0,0,0,0,0
11964,130051,50,52,0,0,0,0,0,40,0,0,0,0,0,0
11965,130051,200,52,0,0,0,0,0,80,0,0,0,0,0,0
11966,130051,500,52,0,0,0,0,0,120,0,0,0,0,0,0
11967,130051,1000,52,0,0,0,0,0,160,0,0,0,0,0,0
11968,130051,3000,52,0,0,0,0,0,200,0,0,0,0,0,0
11969,130052,1,53,0,0,0,0,0,0,0,0,25,0,0,0
11970,130052,50,53,0,0,0,0,0,0,0,0,50,0,0,0
11971,130052,200,53,0,0,0,0,0,0,0,0,100,0,0,0
11972,130052,500,53,0,0,0,0,0,0,0,0,150,0,0,0
11973,130052,1000,53,0,0,0,0,0,0,0,0,200,0,0,0
11974,130052,3000,53,0,0,0,0,0,0,0,0,250,0,0,0
11975,130053,1,54,0,0,0,0,0,0,40,0,0,0,0,0
11976,130053,50,54,0,0,0,0,0,0,80,0,0,0,0,0
11977,130053,200,54,0,0,0,0,0,0,160,0,0,0,0,0
11978,130053,500,54,0,0,0,0,0,0,240,0,0,0,0,0
11979,130053,1000,54,0,0,0,0,0,0,320,0,0,0,0,0
11980,130053,3000,54,0,0,0,0,0,0,400,0,0,0,0,0
11981,130054,1,55,0,0,0,0,0,0,0,0,0,30,0,0
11982,130054,50,55,0,0,0,0,0,0,0,0,0,60,0,0
11983,130054,200,55,0,0,0,0,0,0,0,0,0,120,0,0
11984,130054,500,55,0,0,0,0,0,0,0,0,0,180,0,0
11985,130054,1000,55,0,0,0,0,0,0,0,0,0,240,0,0
11986,130054,3000,55,0,0,0,0,0,0,0,0,0,300,0,0
11987,130055,1,56,0,0,0,0,2500,0,0,0,0,0,0,0
11988,130055,50,56,0,0,0,0,5000,0,0,0,0,0,0,0
11989,130055,200,56,0,0,0,0,10000,0,0,0,0,0,0,0
11990,130055,500,56,0,0,0,0,15000,0,0,0,0,0,0,0
11991,130055,1000,56,0,0,0,0,20000,0,0,0,0,0,0,0
11992,130055,3000,56,0,0,0,0,25000,0,0,0,0,0,0,0
11993,130056,1,57,0,0,0,0,0,0,0,3000,0,0,0,0
11994,130056,50,57,0,0,0,0,0,0,0,6000,0,0,0,0
11995,130056,200,57,0,0,0,0,0,0,0,12000,0,0,0,0
11996,130056,500,57,0,0,0,0,0,0,0,18000,0,0,0,0
11997,130056,1000,57,0,0,0,0,0,0,0,24000,0,0,0,0
11998,130056,3000,57,0,0,0,0,0,0,0,30000,0,0,0,0
11999,130057,1,58,0,0,0,2000,0,0,0,0,0,0,0,0
12000,130057,50,58,0,0,0,4000,0,0,0,0,0,0,0,0
12001,130057,200,58,0,0,0,8000,0,0,0,0,0,0,0,0
12002,130057,500,58,0,0,0,12000,0,0,0,0,0,0,0,0
12003,130057,1000,58,0,0,0,16000,0,0,0,0,0,0,0,0
12004,130057,3000,58,0,0,0,20000,0,0,0,0,0,0,0,0
12005,130058,1,59,0,0,25,0,0,0,0,0,0,0,0,0
12006,130058,50,59,0,0,50,0,0,0,0,0,0,0,0,0
12007,130058,200,59,0,0,100,0,0,0,0,0,0,0,0,0
12008,130058,500,59,0,0,150,0,0,0,0,0,0,0,0,0
12009,130058,1000,59,0,0,200,0,0,0,0,0,0,0,0,0
12010,130058,3000,59,0,0,250,0,0,0,0,0,0,0,0,0
12011,130059,1,60,0,0,0,0,0,25,0,0,0,0,0,0
12012,130059,50,60,0,0,0,0,0,50,0,0,0,0,0,0
12013,130059,200,60,0,0,0,0,0,100,0,0,0,0,0,0
12014,130059,500,60,0,0,0,0,0,150,0,0,0,0,0,0
12015,130059,1000,60,0,0,0,0,0,200,0,0,0,0,0,0
12016,130059,3000,60,0,0,0,0,0,250,0,0,0,0,0,0
12017,130060,1,61,0,0,0,0,0,0,0,0,30,0,0,0
12018,130060,50,61,0,0,0,0,0,0,0,0,60,0,0,0
12019,130060,200,61,0,0,0,0,0,0,0,0,120,0,0,0
12020,130060,500,61,0,0,0,0,0,0,0,0,180,0,0,0
12021,130060,1000,61,0,0,0,0,0,0,0,0,240,0,0,0
12022,130060,3000,61,0,0,0,0,0,0,0,0,300,0,0,0
12023,130061,1,62,0,0,0,0,0,0,40,0,0,0,0,0
12024,130061,50,62,0,0,0,0,0,0,80,0,0,0,0,0
12025,130061,200,62,0,0,0,0,0,0,160,0,0,0,0,0
12026,130061,500,62,0,0,0,0,0,0,240,0,0,0,0,0
12027,130061,1000,62,0,0,0,0,0,0,320,0,0,0,0,0
12028,130061,3000,62,0,0,0,0,0,0,400,0,0,0,0,0
12029,130062,1,63,0,0,0,0,0,0,0,0,0,30,0,0
12030,130062,50,63,0,0,0,0,0,0,0,0,0,60,0,0
12031,130062,200,63,0,0,0,0,0,0,0,0,0,120,0,0
12032,130062,500,63,0,0,0,0,0,0,0,0,0,180,0,0
12033,130062,1000,63,0,0,0,0,0,0,0,0,0,240,0,0
12034,130062,3000,63,0,0,0,0,0,0,0,0,0,300,0,0
12035,130063,1,64,0,0,0,0,2500,0,0,0,0,0,0,0
12036,130063,50,64,0,0,0,0,5000,0,0,0,0,0,0,0
12037,130063,200,64,0,0,0,0,10000,0,0,0,0,0,0,0
12038,130063,500,64,0,0,0,0,15000,0,0,0,0,0,0,0
12039,130063,1000,64,0,0,0,0,20000,0,0,0,0,0,0,0
12040,130063,3000,64,0,0,0,0,25000,0,0,0,0,0,0,0
12041,130064,1,65,0,0,0,0,0,0,0,3000,0,0,0,0
12042,130064,50,65,0,0,0,0,0,0,0,6000,0,0,0,0
12043,130064,200,65,0,0,0,0,0,0,0,12000,0,0,0,0
12044,130064,500,65,0,0,0,0,0,0,0,18000,0,0,0,0
12045,130064,1000,65,0,0,0,0,0,0,0,24000,0,0,0,0
12046,130064,3000,65,0,0,0,0,0,0,0,30000,0,0,0,0
12047,130065,1,66,0,0,0,2000,0,0,0,0,0,0,0,0
12048,130065,50,66,0,0,0,4000,0,0,0,0,0,0,0,0
12049,130065,200,66,0,0,0,8000,0,0,0,0,0,0,0,0
12050,130065,500,66,0,0,0,12000,0,0,0,0,0,0,0,0
12051,130065,1000,66,0,0,0,16000,0,0,0,0,0,0,0,0
12052,130065,3000,66,0,0,0,20000,0,0,0,0,0,0,0,0
12053,130066,1,67,0,0,25,0,0,0,0,0,0,0,0,0
12054,130066,50,67,0,0,50,0,0,0,0,0,0,0,0,0
12055,130066,200,67,0,0,100,0,0,0,0,0,0,0,0,0
