"FromFunction","FromEntry","FromAddress","ToAddress","ToSymbol","RefType","DataType","Value"
"FUN_011d2a20","011d2a20","011d2a74","01ae2b68","s_DetailInfo\TamerStatus_Win_03_bg_01ae2b68","DATA","string","DetailInfo\TamerStatus_Win_03_bg.tga"
"FUN_011d2a20","011d2a20","011d2afe","01ae2cc8","s_DetailInfo\zoom_in_aa.tga_01ae2cc8","DATA","string","DetailInfo\zoom_in_aa.tga"
"FUN_011d4320","011d4320","011d4629","01ae2c80","s_DigimonStatus_New\Digimon_Status_01ae2c80","DATA","string","DigimonStatus_New\Digimon_Status_Enchant_01.tga"
"FUN_01119160","01119160","0111919c","01ad92a8","s_DigimonStatus_New\Digimon_Status_01ad92a8","DATA","string","DigimonStatus_New\Digimon_Status_help_btn.tga"
"FUN_00f808f0","00f808f0","00f809a8","01ac8de8","s_Enchant_Room.mp3_01ac8de8","DATA","string","Enchant_Room.mp3"
"FUN_01087760","01087760","010877c6","01ac8de8","s_Enchant_Room.mp3_01ac8de8","DATA","string","Enchant_Room.mp3"
"FUN_010ed3b0","010ed3b0","010ed476","01ac8de8","s_Enchant_Room.mp3_01ac8de8","DATA","string","Enchant_Room.mp3"
"FUN_011ee3c0","011ee3c0","011ee473","01ac8de8","s_Enchant_Room.mp3_01ac8de8","DATA","string","Enchant_Room.mp3"
"FUN_013121c0","013121c0","013121e1","01ac8de8","s_Enchant_Room.mp3_01ac8de8","DATA","string","Enchant_Room.mp3"
"FUN_0161e970","0161e970","0161ea01","01a19ea8","u_EnchantItemInfo.bin_01a19ea8","DATA","unicode","EnchantItemInfo.bin"
"FUN_0161e970","0161e970","0161ea69","01a19ed0","u_EnchantStatInfo.bin_01a19ed0","DATA","unicode","EnchantStatInfo.bin"
"FUN_00f81940","00f81940","00f81a31","01ac8ed4","s_EnchantTactics\card_base.tga_01ac8ed4","DATA","string","EnchantTactics\card_base.tga"
"FUN_00f81940","00f81940","00f81b2f","01ac8ef4","s_EnchantTactics\card_base2.tga_01ac8ef4","DATA","string","EnchantTactics\card_base2.tga"
"FUN_00f81940","00f81940","00f81ff0","01ac8f84","s_EnchantTactics\CardAni\Card_R__01ac8f84","DATA","string","EnchantTactics\CardAni\Card_R_"
"FUN_00f81940","00f81940","00f821a0","01ac8ff0","s_EnchantTactics\CardFail\Fail_R__01ac8ff0","DATA","string","EnchantTactics\CardFail\Fail_R_"
"FUN_00f81940","00f81940","00f81ed2","01ac8f58","s_EnchantTactics\CardFail\Fail_R_2_01ac8f58","DATA","string","EnchantTactics\CardFail\Fail_R_20.tga"
"FUN_00f81940","00f81940","00f82110","01ac8fc8","s_EnchantTactics\CardSuccess\Succe_01ac8fc8","DATA","string","EnchantTactics\CardSuccess\Succes_R_"
"FUN_00f81940","00f81940","00f81dea","01ac8f2c","s_EnchantTactics\CardSuccess\Succe_01ac8f2c","DATA","string","EnchantTactics\CardSuccess\Succes_R_20.tga"
"FUN_00f81940","00f81940","00f822c0","01ac9034","s_EnchantTactics\FailAni\Fail__01ac9034","DATA","string","EnchantTactics\FailAni\Fail_"
"FUN_00f81940","00f81940","00f81c65","01ac8f14","s_EnchantTactics\NO.tga_01ac8f14","DATA","string","EnchantTactics\NO.tga"
"FUN_00f81940","00f81940","00f82080","01ac8fa4","s_EnchantTactics\SelectAni\Card_C__01ac8fa4","DATA","string","EnchantTactics\SelectAni\Card_C_"
"FUN_00f81940","00f81940","00f82230","01ac9010","s_EnchantTactics\SuccessAni\Succes_01ac9010","DATA","string","EnchantTactics\SuccessAni\Succes_"
"FUN_011e3360","011e3360","011e3864","01addc5c","s_Encyclopedia\NewEncyclopedia\Ico_01addc5c","DATA","string","Encyclopedia\NewEncyclopedia\Icon\Encyclopedia_512.png"
"FUN_011e3360","011e3360","011e37bc","01addbe4","s_Encyclopedia\NewEncyclopedia\rat_01addbe4","DATA","string","Encyclopedia\NewEncyclopedia\rate_frame\Attribute_Bar.png"
"FUN_011e3360","011e3360","011e33d2","01ae0c38","s_EventPopup\Event_popup_Backgroun_01ae0c38","DATA","string","EventPopup\Event_popup_Background.png"
"FUN_0161e970","0161e970","0161e999","01a19e88","u_EvoDigitama.bin_01a19e88","DATA","unicode","EvoDigitama.bin"
"FUN_011ee3c0","011ee3c0","011ee95e","01ac90f4","s_game\Enchant_Fail.mp3_01ac90f4","DATA","string","game\Enchant_Fail.mp3"
"FUN_011e3360","011e3360","011e36e1","01ad588c","s_Mail\Mail_Item_Icon.tga_01ad588c","DATA","string","Mail\Mail_Item_Icon.tga"
"FUN_01267bd0","01267bd0","01267d7d","01ae893c","s_Random_box\bar_arrow.png_01ae893c","DATA","string","Random_box\bar_arrow.png"
"FUN_01267bd0","01267bd0","01267cb6","01ad7e6c","s_SeasonPass\Pass_ExpPopup_bg.png_01ad7e6c","DATA","string","SeasonPass\Pass_ExpPopup_bg.png"
"FUN_0125f6e0","0125f6e0","0125f859","01af3694","s_system\Accessory\Digivice.nif_01af3694","DATA","string","system\Accessory\Digivice.nif"
"FUN_0125f6e0","0125f6e0","0125f8bf","01af3674","s_system\Accessory\Earring.nif_01af3674","DATA","string","system\Accessory\Earring.nif"
"FUN_0125f6e0","0125f6e0","0125f89d","01af3654","s_system\Accessory\Necklace.nif_01af3654","DATA","string","system\Accessory\Necklace.nif"
"FUN_0125f6e0","0125f6e0","0125f87b","01af36b4","s_system\Accessory\Ring.nif_01af36b4","DATA","string","system\Accessory\Ring.nif"
"FUN_01371450","01371450","0137149f","01adb7f4","s_System\Btn_Radio5.tga_01adb7f4","DATA","string","System\Btn_Radio5.tga"
"FUN_0125ed60","0125ed60","0125f16f","01ad561c","s_System\Ch_Close.tga_01ad561c","DATA","string","System\Ch_Close.tga"
"FUN_0125df00","0125df00","0125e1fc","01ae83c0","s_System\interface_person_01.wav_01ae83c0","DATA","string","System\interface_person_01.wav"
"FUN_01267280","01267280","01267404","01ae83c0","s_System\interface_person_01.wav_01ae83c0","DATA","string","System\interface_person_01.wav"
"FUN_012cf2e0","012cf2e0","012cf689","01ae83c0","s_System\interface_person_01.wav_01ae83c0","DATA","string","System\interface_person_01.wav"
"FUN_0125f6e0","0125f6e0","0125f969","01ae8424","s_System\JewelSuccess.wav_01ae8424","DATA","string","System\JewelSuccess.wav"
"FUN_014484b0","014484b0","014486e5","01afe72c","s_system\LevelEffect\Blue_K07.nif_01afe72c","DATA","string","system\LevelEffect\Blue_K07.nif"
"FUN_014484b0","014484b0","0144870b","01afe7d4","s_system\LevelEffect\Blue_K08.nif_01afe7d4","DATA","string","system\LevelEffect\Blue_K08.nif"
"FUN_014484b0","014484b0","01448731","01afe7f4","s_system\LevelEffect\Blue_K09.nif_01afe7f4","DATA","string","system\LevelEffect\Blue_K09.nif"
"FUN_014484b0","014484b0","014485de","01afe6c4","s_system\LevelEffect\Enchant_K45.n_01afe6c4","DATA","string","system\LevelEffect\Enchant_K45.nif"
"FUN_014484b0","014484b0","014485bd","01afe6e8","s_system\LevelEffect\Enchant_K60.n_01afe6e8","DATA","string","system\LevelEffect\Enchant_K60.nif"
"FUN_014484b0","014484b0","01448757","01afe78c","s_system\LevelEffect\Pupple_K10.ni_01afe78c","DATA","string","system\LevelEffect\Pupple_K10.nif"
"FUN_014484b0","014484b0","0144877d","01afe7b0","s_system\LevelEffect\Pupple_K11.ni_01afe7b0","DATA","string","system\LevelEffect\Pupple_K11.nif"
"FUN_014484b0","014484b0","0144879e","01afe680","s_system\LevelEffect\Pupple_K12.ni_01afe680","DATA","string","system\LevelEffect\Pupple_K12.nif"
"FUN_014484b0","014484b0","01448633","01afe6a4","s_system\LevelEffect\Red_K15.nif_01afe6a4","DATA","string","system\LevelEffect\Red_K15.nif"
"FUN_014484b0","014484b0","014485ff","01afe618","s_system\LevelEffect\Red_K16.nif_01afe618","DATA","string","system\LevelEffect\Red_K16.nif"
"FUN_014484b0","014484b0","01448673","01afe74c","s_system\LevelEffect\Sky_K04.nif_01afe74c","DATA","string","system\LevelEffect\Sky_K04.nif"
"FUN_014484b0","014484b0","01448699","01afe76c","s_system\LevelEffect\Sky_K05.nif_01afe76c","DATA","string","system\LevelEffect\Sky_K05.nif"
"FUN_014484b0","014484b0","014486bf","01afe70c","s_system\LevelEffect\Sky_K06.nif_01afe70c","DATA","string","system\LevelEffect\Sky_K06.nif"
"FUN_0125ea10","0125ea10","0125ed1f","01ae8338","s_System\System_return_01.wav_01ae8338","DATA","string","System\System_return_01.wav"
"FUN_011ee3c0","011ee3c0","011ee995","01ac90d4","s_System\Tactics_enchant_fail.nif_01ac90d4","DATA","string","System\Tactics_enchant_fail.nif"
"FUN_0111c800","0111c800","0111c876","01ad8f48","s_System\transcendental.wav_01ad8f48","DATA","string","System\transcendental.wav"
"FUN_011d4320","011d4320","011d4719","01ae2c60","s_TacticsHouse\CheckOnline.tga_01ae2c60","DATA","string","TacticsHouse\CheckOnline.tga"
"FUN_0125f9f0","0125f9f0","0125fc4a","01ad36a8","s_Talk\Common_Seletbar.tga_01ad36a8","DATA","string","Talk\Common_Seletbar.tga"
"FUN_0161e970","0161e970","0161eba1","01a19f48","u_TranscendCorrect.bin_01a19f48","DATA","unicode","TranscendCorrect.bin"
"FUN_0161e970","0161e970","0161ec05","01a19f74","u_TranscendCorrectEx.bin_01a19f74","DATA","unicode","TranscendCorrectEx.bin"
"FUN_0161e970","0161e970","0161eb39","01a19f1c","u_TranscendMaterial.bin_01a19f1c","DATA","unicode","TranscendMaterial.bin"
"FUN_0161e970","0161e970","0161ead1","01a19ef8","u_TranscendNeed.bin_01a19ef8","DATA","unicode","TranscendNeed.bin"
"FUN_011e3360","011e3360","011e36f8","01ae3980","s_Union\Unlock_bg.tga_01ae3980","DATA","string","Union\Unlock_bg.tga"
"FUN_011e3360","011e3360","011e37a3","01ae39a8","s_Union\Unlock_frame.tga_01ae39a8","DATA","string","Union\Unlock_frame.tga"
